,Unnamed: 0,CountryName,Date,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex
29200,29200,China,20210101,55.56,55.42,59.76,25.0
29231,29231,China,20210201,55.56,52.29,59.76,0.0
29259,29259,China,20210301,55.56,54.38,62.14,0.0
29290,29290,China,20210401,55.56,54.38,62.14,0.0
29320,29320,China,20210501,36.11,43.44,49.64,0.0
29351,29351,China,20210601,36.11,48.44,55.36,0.0
29381,29381,China,20210701,32.41,46.35,52.98,0.0
29412,29412,China,20210801,32.41,46.35,52.98,0.0
29443,29443,China,20210901,37.96,49.48,56.55,0.0
29473,29473,China,20211001,37.96,49.48,56.55,0.0
29504,29504,China,20211101,44.44,53.12,60.71,0.0
29534,29534,China,20211201,43.98,52.86,60.42,0.0
29565,29565,China,20210101,61.11,58.54,63.33,25.0
29596,29596,China,20210201,61.11,55.42,63.33,0.0
29624,29624,China,20210301,61.11,55.42,63.33,0.0
29655,29655,China,20210401,55.56,57.29,65.48,0.0
29685,29685,China,20210501,50.0,54.17,61.9,0.0
29716,29716,China,20210601,47.22,52.6,60.12,0.0
29746,29746,China,20210701,44.44,51.04,58.33,0.0
29777,29777,China,20210801,59.26,59.38,67.86,0.0
29808,29808,China,20210901,46.76,52.34,59.82,0.0
29838,29838,China,20211001,55.56,57.29,65.48,0.0
29869,29869,China,20211101,50.0,54.17,61.9,0.0
29899,29899,China,20211201,50.0,54.17,61.9,0.0
29930,29930,China,20210101,35.19,47.6,49.05,37.5
29961,29961,China,20210201,66.67,68.44,72.86,37.5
29989,29989,China,20210301,26.85,40.83,41.31,37.5
30020,30020,China,20210401,26.85,40.83,41.31,37.5
30050,30050,China,20210501,26.85,44.58,45.6,37.5
30081,30081,China,20210601,29.63,46.15,47.38,37.5
30111,30111,China,20210701,29.63,46.15,47.38,37.5
30142,30142,China,20210801,32.87,50.78,52.68,37.5
30173,30173,China,20210901,41.2,53.39,59.23,12.5
30203,30203,China,20211001,42.59,53.12,58.93,12.5
30234,30234,China,20211101,81.02,74.74,83.63,12.5
30264,30264,China,20211201,68.98,67.97,75.89,12.5
30295,30295,China,20210101,39.81,44.48,47.26,25.0
30326,30326,China,20210201,42.13,42.66,48.75,0.0
30354,30354,China,20210301,36.57,41.61,47.56,0.0
30385,30385,China,20210401,32.41,44.27,50.6,0.0
30415,30415,China,20210501,32.41,44.27,50.6,0.0
30446,30446,China,20210601,32.41,44.27,50.6,0.0
30476,30476,China,20210701,32.41,44.27,50.6,0.0
30507,30507,China,20210801,50.0,54.17,61.9,0.0
30538,30538,China,20210901,47.22,52.6,60.12,0.0
30568,30568,China,20211001,43.52,50.52,57.74,0.0
30599,30599,China,20211101,32.41,44.27,50.6,0.0
30629,30629,China,20211201,37.96,47.4,54.17,0.0
30660,30660,China,20210101,62.04,57.29,60.12,37.5
30691,30691,China,20210201,68.98,60.57,67.44,12.5
30719,30719,China,20210301,74.54,65.78,73.39,12.5
30750,30750,China,20210401,55.56,57.6,64.05,12.5
30780,30780,China,20210501,55.56,57.6,64.05,12.5
30811,30811,China,20210601,50.0,54.48,60.48,12.5
30841,30841,China,20210701,50.0,54.48,60.48,12.5
30872,30872,China,20210801,47.22,54.17,60.12,12.5
30903,30903,China,20210901,47.22,55.21,61.31,12.5
30933,30933,China,20211001,50.0,56.77,63.1,12.5
30964,30964,China,20211101,72.69,69.53,77.68,12.5
30994,30994,China,20211201,60.65,62.76,69.94,12.5
31025,31025,China,20210101,37.96,42.19,44.64,25.0
31056,31056,China,20210201,37.96,40.31,46.07,0.0
31084,31084,China,20210301,37.96,42.4,48.45,0.0
31115,31115,China,20210401,37.96,47.4,54.17,0.0
31145,31145,China,20210501,37.96,53.65,54.17,50.0
31176,31176,China,20210601,37.96,53.65,54.17,50.0
31206,31206,China,20210701,37.96,53.65,54.17,50.0
31237,31237,China,20210801,76.39,77.6,81.55,50.0
31268,31268,China,20210901,33.33,51.04,51.19,50.0
31298,31298,China,20211001,26.85,47.4,47.02,50.0
31329,31329,China,20211101,37.96,53.65,54.17,50.0
31359,31359,China,20211201,46.3,58.33,59.52,50.0
31390,31390,China,20210101,52.78,56.51,57.44,50.0
31421,31421,China,20210201,76.39,66.88,72.86,25.0
31449,31449,China,20210301,52.78,53.85,57.98,25.0
31480,31480,China,20210401,52.78,58.85,63.69,25.0
31510,31510,China,20210501,52.78,58.85,63.69,25.0
31541,31541,China,20210601,47.22,55.73,60.12,25.0
31571,31571,China,20210701,47.22,55.73,60.12,25.0
31602,31602,China,20210801,47.22,57.29,61.9,25.0
31633,31633,China,20210901,50.0,60.94,66.07,25.0
31663,31663,China,20211001,60.19,66.67,72.62,25.0
31694,31694,China,20211101,56.02,62.24,67.56,25.0
31724,31724,China,20211201,50.46,60.16,65.18,25.0
31755,31755,China,20210101,46.3,55.94,53.21,75.0
31786,31786,China,20210201,55.56,63.23,61.55,75.0
31814,31814,China,20210301,50.0,62.19,60.36,75.0
31845,31845,China,20210401,50.0,62.29,60.48,75.0
31875,31875,China,20210501,50.0,62.29,60.48,75.0
31906,31906,China,20210601,50.0,62.29,60.48,75.0
31936,31936,China,20210701,46.3,52.08,59.52,0.0
31967,31967,China,20210801,68.06,66.41,75.89,0.0
31998,31998,China,20210901,62.04,63.02,72.02,0.0
32028,32028,China,20211001,44.44,53.12,60.71,0.0
32059,32059,China,20211101,44.44,53.12,60.71,0.0
32089,32089,China,20211201,57.87,60.68,69.35,0.0
32120,32120,China,20210101,44.44,49.48,51.19,37.5
32151,32151,China,20210201,52.78,52.29,57.98,12.5
32179,32179,China,20210301,44.44,47.6,52.62,12.5
32210,32210,China,20210401,44.44,51.35,56.9,12.5
32240,32240,China,20210501,44.44,51.35,56.9,12.5
32271,32271,China,20210601,44.44,51.35,56.9,12.5
32301,32301,China,20210701,50.0,57.6,60.48,37.5
32332,32332,China,20210801,55.56,61.98,65.48,37.5
32363,32363,China,20210901,62.04,68.23,72.62,37.5
32393,32393,China,20211001,58.8,65.36,69.35,37.5
32424,32424,China,20211101,69.91,66.93,76.49,0.0
32454,32454,China,20211201,47.69,55.47,63.39,0.0
32485,32485,China,20210101,50.93,53.85,57.98,25.0
32516,32516,China,20210201,43.98,45.78,52.32,0.0
32544,32544,China,20210301,32.41,39.27,44.88,0.0
32575,32575,China,20210401,32.41,39.27,44.88,0.0
32605,32605,China,20210501,32.41,43.02,49.17,0.0
32636,32636,China,20210601,34.26,44.06,50.36,0.0
32666,32666,China,20210701,32.41,43.02,49.17,0.0
32697,32697,China,20210801,37.96,46.15,52.74,0.0
32728,32728,China,20210901,61.57,60.47,69.11,0.0
32758,32758,China,20211001,40.74,47.71,54.52,
32789,32789,China,20211101,43.52,50.52,57.74,0.0
32819,32819,China,20211201,63.43,63.54,72.62,0.0
32850,32850,China,20210101,54.63,54.9,59.17,25.0
32881,32881,China,20210201,60.19,54.9,62.74,0.0
32909,32909,China,20210301,43.52,45.52,52.02,0.0
32940,32940,China,20210401,43.52,50.52,57.74,0.0
32970,32970,China,20210501,43.52,50.52,57.74,0.0
33001,33001,China,20210601,43.52,50.52,57.74,0.0
33031,33031,China,20210701,43.52,50.52,57.74,0.0
33062,33062,China,20210801,43.52,50.52,57.74,0.0
33093,33093,China,20210901,47.22,53.65,61.31,0.0
33123,33123,China,20211001,43.52,51.56,58.93,0.0
33154,33154,China,20211101,81.94,73.18,83.63,0.0
33184,33184,China,20211201,81.94,73.18,83.63,0.0
33215,33215,China,20210101,51.85,50.0,53.57,25.0
33246,33246,China,20210201,55.56,53.33,57.38,25.0
33274,33274,China,20210301,55.56,55.42,59.76,25.0
33305,33305,China,20210401,43.52,48.65,52.02,25.0
33335,33335,China,20210501,43.52,53.65,57.74,25.0
33366,33366,China,20210601,43.52,53.65,57.74,25.0
33396,33396,China,20210701,37.96,50.52,54.17,25.0
33427,33427,China,20210801,44.44,54.17,58.33,25.0
33458,33458,China,20210901,58.8,62.24,67.56,25.0
33488,33488,China,20211001,58.8,62.24,67.56,25.0
33519,33519,China,20211101,58.8,62.24,67.56,25.0
33549,33549,China,20211201,56.94,61.2,66.37,25.0
33580,33580,China,20210101,58.33,56.46,59.17,37.5
33611,33611,China,20210201,59.72,57.24,60.06,37.5
33639,33639,China,20210301,59.72,59.32,62.44,37.5
33670,33670,China,20210401,52.78,59.17,62.26,37.5
33700,33700,China,20210501,52.78,59.17,62.26,37.5
33731,33731,China,20210601,52.78,59.17,62.26,37.5
33761,33761,China,20210701,52.78,59.17,62.26,37.5
33792,33792,China,20210801,52.78,59.17,62.26,37.5
33823,33823,China,20210901,52.78,59.17,62.26,37.5
33853,33853,China,20211001,35.19,40.52,40.95,37.5
33884,33884,China,20211101,51.85,56.15,58.81,37.5
33914,33914,China,20211201,29.63,38.96,44.52,0.0
33945,33945,China,20210101,56.48,58.02,62.74,25.0
33976,33976,China,20210201,60.19,56.98,65.12,0.0
34004,34004,China,20210301,60.19,60.73,69.4,0.0
34035,34035,China,20210401,46.3,50.83,58.1,0.0
34065,34065,China,20210501,46.3,50.83,58.1,0.0
34096,34096,China,20210601,46.3,50.83,58.1,0.0
34126,34126,China,20210701,46.3,50.83,58.1,0.0
34157,34157,China,20210801,46.3,52.4,59.88,0.0
34188,34188,China,20210901,46.3,50.83,58.1,0.0
34218,34218,China,20211001,46.3,50.83,58.1,0.0
34249,34249,China,20211101,46.3,50.83,58.1,0.0
34279,34279,China,20211201,51.85,53.96,61.67,0.0
34310,34310,China,20210101,39.81,53.85,50.83,75.0
34341,34341,China,20210201,52.31,58.8,56.49,75.0
34369,34369,China,20210301,40.74,52.29,49.05,75.0
34400,34400,China,20210401,35.19,53.96,50.95,75.0
34430,34430,China,20210501,39.35,56.3,53.63,75.0
34461,34461,China,20210601,40.74,57.08,54.52,75.0
34491,34491,China,20210701,40.74,57.08,54.52,75.0
34522,34522,China,20210801,40.74,53.96,54.52,50.0
34553,34553,China,20210901,50.46,59.43,60.77,50.0
34583,34583,China,20211001,50.46,58.39,59.58,50.0
34614,34614,China,20211101,57.87,62.55,64.35,50.0
34644,34644,China,20211201,57.87,62.55,64.35,50.0
34675,34675,China,20210101,51.85,54.9,59.17,25.0
34706,34706,China,20210201,66.67,62.19,71.07,0.0
34734,34734,China,20210301,50.0,50.73,57.98,0.0
34765,34765,China,20210401,50.0,55.73,63.69,0.0
34795,34795,China,20210501,44.44,52.6,60.12,0.0
34826,34826,China,20210601,44.44,52.6,60.12,0.0
34856,34856,China,20210701,44.44,52.6,60.12,0.0
34887,34887,China,20210801,44.44,52.6,60.12,0.0
34918,34918,China,20210901,58.8,60.68,69.35,0.0
34948,34948,China,20211001,58.8,60.68,69.35,0.0
34979,34979,China,20211101,43.98,52.34,59.82,0.0
35009,35009,China,20211201,48.15,54.69,62.5,0.0
35040,35040,China,20210101,58.33,54.9,59.17,25.0
35071,35071,China,20210201,55.56,52.29,59.76,0.0
35099,35099,China,20210301,52.78,50.73,57.98,0.0
35130,35130,China,20210401,50.0,54.17,61.9,0.0
35160,35160,China,20210501,44.44,51.04,58.33,0.0
35191,35191,China,20210601,40.74,48.96,55.95,0.0
35221,35221,China,20210701,40.74,48.96,55.95,0.0
35252,35252,China,20210801,46.3,51.04,58.33,0.0
35283,35283,China,20210901,48.15,55.21,63.1,0.0
35313,35313,China,20211001,47.22,54.69,62.5,0.0
35344,35344,China,20211101,57.41,60.42,69.05,0.0
35374,35374,China,20211201,58.33,60.94,69.64,0.0
35405,35405,China,20210101,47.22,48.65,52.02,25.0
35436,35436,China,20210201,63.43,56.2,64.23,0.0
35464,35464,China,20210301,51.85,51.77,59.17,0.0
35495,35495,China,20210401,50.0,54.48,62.26,0.0
35525,35525,China,20210501,38.89,46.67,53.33,0.0
35556,35556,China,20210601,44.44,49.79,56.9,0.0
35586,35586,China,20210701,44.44,49.79,56.9,0.0
35617,35617,China,20210801,50.0,51.88,59.29,0.0
35648,35648,China,20210901,52.78,58.12,62.86,25.0
35678,35678,China,20211001,50.0,56.56,61.07,25.0
35709,35709,China,20211101,55.56,56.56,64.64,0.0
35739,35739,China,20211201,60.19,59.17,67.62,0.0
35770,35770,China,20210101,34.26,43.44,46.07,25.0
35801,35801,China,20210201,37.96,45.52,48.45,25.0
35829,35829,China,20210301,37.96,45.52,48.45,25.0
35860,35860,China,20210401,40.74,52.08,55.95,25.0
35890,35890,China,20210501,40.74,52.08,55.95,25.0
35921,35921,China,20210601,40.74,48.96,55.95,0.0
35951,35951,China,20210701,40.74,48.96,55.95,0.0
35982,35982,China,20210801,40.74,48.96,55.95,0.0
36013,36013,China,20210901,40.74,48.96,55.95,0.0
36043,36043,China,20211001,46.3,52.08,59.52,0.0
36074,36074,China,20211101,46.3,52.08,59.52,0.0
36104,36104,China,20211201,46.3,52.08,59.52,0.0
36135,36135,China,20210101,46.3,48.96,52.38,25.0
36166,36166,China,20210201,46.3,47.08,53.81,0.0
36194,36194,China,20210301,46.3,47.08,53.81,0.0
36225,36225,China,20210401,46.3,50.83,58.1,0.0
36255,36255,China,20210501,46.3,52.08,59.52,0.0
36286,36286,China,20210601,46.3,52.08,59.52,0.0
36316,36316,China,20210701,40.74,48.96,55.95,0.0
36347,36347,China,20210801,40.74,48.96,55.95,0.0
36378,36378,China,20210901,46.3,52.08,59.52,0.0
36408,36408,China,20211001,46.3,52.08,59.52,0.0
36439,36439,China,20211101,47.22,52.6,60.12,0.0
36469,36469,China,20211201,55.56,57.29,65.48,0.0
36500,36500,China,20210101,52.78,53.85,57.98,25.0
36531,36531,China,20210201,49.07,48.65,55.6,0.0
36559,36559,China,20210301,49.07,48.65,55.6,0.0
36590,36590,China,20210401,43.52,45.52,52.02,0.0
36620,36620,China,20210501,43.52,45.52,52.02,0.0
36651,36651,China,20210601,43.52,45.52,52.02,0.0
36681,36681,China,20210701,43.52,49.27,56.31,0.0
36712,36712,China,20210801,43.52,49.27,56.31,0.0
36743,36743,China,20210901,47.22,51.35,58.69,0.0
36773,36773,China,20211001,43.52,52.08,59.52,0.0
36804,36804,China,20211101,43.52,50.52,57.74,0.0
36834,36834,China,20211201,43.52,50.52,57.74,0.0
36865,36865,China,20210101,60.19,57.5,60.36,37.5
36896,36896,China,20210201,65.74,62.71,66.31,37.5
36924,36924,China,20210301,65.74,64.79,68.69,37.5
36955,36955,China,20210401,76.39,75.05,78.63,50.0
36985,36985,China,20210501,66.2,68.49,71.13,50.0
37016,37016,China,20210601,61.57,67.71,70.24,50.0
37046,37046,China,20210701,61.57,67.71,70.24,50.0
37077,37077,China,20210801,69.91,72.4,75.6,50.0
37108,37108,China,20210901,69.91,72.4,75.6,50.0
37138,37138,China,20211001,66.2,70.31,73.21,50.0
37169,37169,China,20211101,64.35,69.27,72.02,50.0
37199,37199,China,20211201,69.91,72.4,75.6,50.0
37230,37230,China,20210101,58.33,54.9,59.17,25.0
37261,37261,China,20210201,58.33,51.77,59.17,0.0
37289,37289,China,20210301,58.33,53.85,61.55,0.0
37320,37320,China,20210401,58.33,58.85,67.26,0.0
37350,37350,China,20210501,44.44,51.04,58.33,0.0
37381,37381,China,20210601,44.44,51.04,58.33,0.0
37411,37411,China,20210701,61.57,62.5,71.43,0.0
37442,37442,China,20210801,50.0,55.21,63.1,0.0
37473,37473,China,20210901,46.3,54.17,61.9,0.0
37503,37503,China,20211001,44.44,51.04,58.33,0.0
37534,37534,China,20211101,56.94,58.07,66.37,0.0
37564,37564,China,20211201,51.85,55.21,63.1,0.0
37595,37595,China,20210101,78.24,75.21,77.02,62.5
37626,37626,China,20210201,78.24,75.21,77.02,62.5
37654,37654,China,20210301,56.02,60.36,60.06,62.5
37685,37685,China,20210401,50.0,60.73,60.48,62.5
37715,37715,China,20210501,78.24,76.61,78.63,62.5
37746,37746,China,20210601,66.2,65.68,66.13,62.5
37776,37776,China,20210701,74.54,71.61,72.92,62.5
37807,37807,China,20210801,70.83,74.74,76.49,62.5
37838,37838,China,20210901,70.83,74.74,76.49,62.5
37868,37868,China,20211001,76.39,77.86,80.06,62.5
37899,37899,China,20211101,70.83,74.74,76.49,62.5
37929,37929,China,20211201,70.83,74.74,76.49,62.5
37960,37960,Cote d'Ivoire,20210101,15.74,29.95,25.3,62.5
37991,37991,Cote d'Ivoire,20210201,17.59,32.81,30.36,50.0
38019,38019,Cote d'Ivoire,20210301,25.93,37.5,35.71,50.0
38050,38050,Cote d'Ivoire,20210401,25.93,42.5,41.43,50.0
38080,38080,Cote d'Ivoire,20210501,25.93,43.75,42.86,50.0
38111,38111,Cote d'Ivoire,20210601,17.59,41.15,36.31,75.0
38141,38141,Cote d'Ivoire,20210701,20.37,40.62,35.71,75.0
38172,38172,Cote d'Ivoire,20210801,20.37,40.62,35.71,75.0
38203,38203,Cote d'Ivoire,20210901,22.22,42.19,37.5,75.0
38233,38233,Cote d'Ivoire,20211001,17.59,39.9,34.88,75.0
38264,38264,Cote d'Ivoire,20211101,17.59,39.9,34.88,75.0
38294,38294,Cote d'Ivoire,20211201,17.59,39.9,34.88,75.0
38325,38325,Cameroon,20210101,20.37,22.4,25.6,0.0
38356,38356,Cameroon,20210201,24.07,20.31,23.21,0.0
38384,38384,Cameroon,20210301,35.19,28.65,32.74,0.0
38415,38415,Cameroon,20210401,35.19,26.56,30.36,0.0
38445,38445,Cameroon,20210501,37.96,28.12,32.14,0.0
38476,38476,Cameroon,20210601,29.63,23.44,26.79,0.0
38506,38506,Cameroon,20210701,29.63,23.44,26.79,0.0
38537,38537,Cameroon,20210801,29.63,29.69,33.93,0.0
38568,38568,Cameroon,20210901,22.22,29.69,33.93,0.0
38598,38598,Cameroon,20211001,38.89,39.06,44.64,0.0
38629,38629,Cameroon,20211101,41.67,38.54,44.05,0.0
38659,38659,Cameroon,20211201,22.22,29.69,33.93,0.0
38690,38690,Democratic Republic of Congo,20210101,26.85,25.0,28.57,0.0
38721,38721,Democratic Republic of Congo,20210201,36.11,30.21,34.52,0.0
38749,38749,Democratic Republic of Congo,20210301,32.41,25.0,28.57,0.0
38780,38780,Democratic Republic of Congo,20210401,28.7,22.14,25.3,0.0
38810,38810,Democratic Republic of Congo,20210501,38.89,27.86,31.85,0.0
38841,38841,Democratic Republic of Congo,20210601,41.67,33.33,34.52,25.0
38871,38871,Democratic Republic of Congo,20210701,41.67,34.58,35.95,25.0
38902,38902,Democratic Republic of Congo,20210801,49.07,38.75,40.71,25.0
38933,38933,Democratic Republic of Congo,20210901,37.96,32.5,33.57,25.0
38963,38963,Democratic Republic of Congo,20211001,37.96,32.5,33.57,25.0
38994,38994,Democratic Republic of Congo,20211101,47.22,38.75,44.29,0.0
39024,39024,Democratic Republic of Congo,20211201,39.81,39.79,34.76,75.0
39055,39055,Congo,20210101,43.52,31.25,35.71,0.0
39086,39086,Congo,20210201,43.52,31.25,35.71,0.0
39114,39114,Congo,20210301,43.52,38.02,41.67,12.5
39145,39145,Congo,20210401,47.22,39.58,45.24,0.0
39175,39175,Congo,20210501,55.56,49.48,56.55,0.0
39206,39206,Congo,20210601,50.93,46.88,53.57,0.0
39236,39236,Congo,20210701,50.93,46.88,53.57,0.0
39267,39267,Congo,20210801,48.15,45.31,51.79,0.0
39298,39298,Congo,20210901,35.19,36.98,42.26,0.0
39328,39328,Congo,20211001,25.0,32.29,36.9,0.0
39359,39359,Congo,20211101,47.22,47.92,54.76,0.0
39389,39389,Congo,20211201,45.37,42.71,48.81,0.0
39420,39420,Colombia,20210101,60.19,59.79,57.62,75.0
39451,39451,Colombia,20210201,81.02,71.51,71.01,75.0
39479,39479,Colombia,20210301,81.02,71.51,71.01,75.0
39510,39510,Colombia,20210401,81.02,71.51,71.01,75.0
39540,39540,Colombia,20210501,75.93,71.77,71.31,75.0
39571,39571,Colombia,20210601,62.96,65.73,64.4,75.0
39601,39601,Colombia,20210701,59.26,63.65,62.02,75.0
39632,39632,Colombia,20210801,46.3,58.85,56.55,75.0
39663,39663,Colombia,20210901,46.3,58.85,56.55,75.0
39693,39693,Colombia,20211001,46.3,58.85,56.55,75.0
39724,39724,Colombia,20211101,46.3,54.69,53.57,62.5
39754,39754,Colombia,20211201,47.22,60.94,58.93,75.0
39785,39785,Comoros,20210101,,,,
39816,39816,Comoros,20210201,,,,
39844,39844,Comoros,20210301,,,,
39875,39875,Comoros,20210401,,,,
39905,39905,Comoros,20210501,,,,
39936,39936,Comoros,20210601,,,,
39966,39966,Comoros,20210701,,,,
39997,39997,Comoros,20210801,,,,
40028,40028,Comoros,20210901,,,,
40058,40058,Comoros,20211001,,,,
40089,40089,Comoros,20211101,,,,
40119,40119,Comoros,20211201,,,,
40150,40150,Cape Verde,20210101,64.81,65.1,63.69,75.0
40181,40181,Cape Verde,20210201,59.26,61.98,60.12,75.0
40209,40209,Cape Verde,20210301,59.26,61.98,60.12,75.0
40240,40240,Cape Verde,20210401,53.7,57.92,60.83,37.5
40270,40270,Cape Verde,20210501,59.26,59.48,57.26,75.0
40301,40301,Cape Verde,20210601,59.26,59.48,57.26,75.0
40331,40331,Cape Verde,20210701,59.26,59.48,57.26,75.0
40362,40362,Cape Verde,20210801,59.26,59.48,57.26,75.0
40393,40393,Cape Verde,20210901,41.67,55.21,52.38,75.0
40423,40423,Cape Verde,20211001,54.63,59.37,60.71,50.0
40454,40454,Cape Verde,20211101,37.96,42.19,48.21,0.0
40484,40484,Cape Verde,20211201,37.96,42.19,48.21,0.0
40515,40515,Costa Rica,20210101,63.89,60.0,61.43,50.0
40546,40546,Costa Rica,20210201,63.89,60.0,61.43,50.0
40574,40574,Costa Rica,20210301,56.48,55.83,56.67,50.0
40605,40605,Costa Rica,20210401,62.04,58.96,60.24,50.0
40635,40635,Costa Rica,20210501,62.04,60.21,61.67,50.0
40666,40666,Costa Rica,20210601,66.67,66.98,69.4,50.0
40696,40696,Costa Rica,20210701,55.56,57.6,62.26,25.0
40727,40727,Costa Rica,20210801,54.63,57.08,61.67,25.0
40758,40758,Costa Rica,20210901,54.63,57.08,61.67,25.0
40788,40788,Costa Rica,20211001,54.63,58.33,63.1,25.0
40819,40819,Costa Rica,20211101,54.63,56.25,60.71,25.0
40849,40849,Costa Rica,20211201,49.07,53.12,57.14,25.0
40880,40880,Cuba,20210101,62.04,54.17,54.76,50.0
40911,40911,Cuba,20210201,78.7,66.67,69.05,50.0
40939,40939,Cuba,20210301,79.63,67.19,69.64,50.0
40970,40970,Cuba,20210401,79.63,67.19,69.64,50.0
41000,41000,Cuba,20210501,79.63,68.65,71.31,50.0
41031,41031,Cuba,20210601,78.24,75.78,79.46,50.0
41061,41061,Cuba,20210701,65.28,68.49,71.13,50.0
41092,41092,Cuba,20210801,65.28,68.49,71.13,50.0
41123,41123,Cuba,20210901,71.76,75.78,79.46,50.0
41153,41153,Cuba,20211001,65.28,72.14,75.3,50.0
41184,41184,Cuba,20211101,62.5,63.8,67.56,37.5
41214,41214,Cuba,20211201,21.3,39.06,39.29,37.5
41245,41245,Cyprus,20210101,74.07,80.42,77.62,100.0
41276,41276,Cyprus,20210201,80.56,85.0,82.86,100.0
41304,41304,Cyprus,20210301,75.0,81.88,79.29,100.0
41335,41335,Cyprus,20210401,71.3,77.71,74.52,100.0
41365,41365,Cyprus,20210501,75.0,79.79,76.9,100.0
41396,41396,Cyprus,20210601,56.48,70.62,66.43,100.0
41426,41426,Cyprus,20210701,40.74,63.02,57.74,100.0
41457,41457,Cyprus,20210801,43.52,64.58,59.52,100.0
41488,41488,Cyprus,20210901,43.52,64.58,59.52,100.0
41518,41518,Cyprus,20211001,46.3,62.5,57.14,100.0
41549,41549,Cyprus,20211101,46.3,62.5,57.14,100.0
41579,41579,Cyprus,20211201,48.15,65.1,60.12,100.0
41610,41610,Czech Republic,20210101,73.15,76.46,78.45,62.5
41641,41641,Czech Republic,20210201,81.48,81.15,83.81,62.5
41669,41669,Czech Republic,20210301,75.0,77.5,79.64,62.5
41700,41700,Czech Republic,20210401,81.48,75.62,81.07,37.5
41730,41730,Czech Republic,20210501,56.48,61.56,65.0,37.5
41761,41761,Czech Republic,20210601,50.93,60.21,63.45,37.5
41791,41791,Czech Republic,20210701,37.96,52.08,54.17,37.5
41822,41822,Czech Republic,20210801,37.04,57.81,55.36,75.0
41853,41853,Czech Republic,20210901,32.41,53.65,50.6,75.0
41883,41883,Czech Republic,20211001,32.41,56.77,50.6,100.0
41914,41914,Czech Republic,20211101,35.19,58.33,52.38,100.0
41944,41944,Czech Republic,20211201,35.19,53.65,48.81,87.5
41975,41975,Germany,20210101,82.41,69.17,73.69,37.5
42006,42006,Germany,20210201,83.33,66.56,70.71,37.5
42034,42034,Germany,20210301,77.78,64.69,68.57,37.5
42065,42065,Germany,20210401,75.0,67.29,71.55,37.5
42095,42095,Germany,20210501,75.0,67.29,71.55,37.5
42126,42126,Germany,20210601,69.44,67.29,71.55,37.5
42156,42156,Germany,20210701,67.59,68.75,73.21,37.5
42187,42187,Germany,20210801,64.81,67.19,71.43,37.5
42218,42218,Germany,20210901,60.19,64.58,68.45,37.5
42248,42248,Germany,20211001,46.3,56.77,59.52,37.5
42279,42279,Germany,20211101,43.98,55.47,58.04,37.5
42309,42309,Germany,20211201,76.39,73.7,78.87,37.5
42340,42340,Djibouti,20210101,43.52,39.58,43.45,12.5
42371,42371,Djibouti,20210201,37.96,36.46,39.88,12.5
42399,42399,Djibouti,20210301,37.96,36.46,39.88,12.5
42430,42430,Djibouti,20210401,34.26,38.44,42.14,12.5
42460,42460,Djibouti,20210501,37.96,37.08,40.6,12.5
42491,42491,Djibouti,20210601,43.52,40.21,44.17,12.5
42521,42521,Djibouti,20210701,43.52,40.21,44.17,12.5
42552,42552,Djibouti,20210801,43.52,41.46,45.6,12.5
42583,42583,Djibouti,20210901,43.52,41.46,45.6,12.5
42613,42613,Djibouti,20211001,43.52,41.46,45.6,12.5
42644,42644,Djibouti,20211101,49.07,43.02,49.17,0.0
42674,42674,Djibouti,20211201,49.07,43.02,49.17,0.0
42705,42705,Dominica,20210101,25.93,35.42,36.9,25.0
42736,42736,Dominica,20210201,29.63,37.5,39.29,25.0
42764,42764,Dominica,20210301,29.63,39.37,41.43,25.0
42795,42795,Dominica,20210401,29.63,43.75,46.43,25.0
42825,42825,Dominica,20210501,29.63,43.75,46.43,25.0
42856,42856,Dominica,20210601,31.48,43.75,50.0,0.0
42886,42886,Dominica,20210701,31.48,43.75,50.0,0.0
42917,42917,Dominica,20210801,25.93,40.62,46.43,0.0
42948,42948,Dominica,20210901,72.22,69.79,79.76,0.0
42978,42978,Dominica,20211001,79.63,72.4,82.74,0.0
43009,43009,Dominica,20211101,79.63,72.4,82.74,0.0
43039,43039,Dominica,20211201,79.63,72.4,82.74,0.0
43070,43070,Denmark,20210101,51.85,62.08,56.67,100.0
43101,43101,Denmark,20210201,70.37,66.25,68.57,50.0
43129,43129,Denmark,20210301,62.96,62.08,63.81,50.0
43160,43160,Denmark,20210401,64.81,63.13,65.0,50.0
43190,43190,Denmark,20210501,62.04,61.56,63.21,50.0
43221,43221,Denmark,20210601,55.56,59.17,60.48,50.0
43251,43251,Denmark,20210701,50.0,54.48,56.9,37.5
43282,43282,Denmark,20210801,38.89,54.17,56.55,37.5
43313,43313,Denmark,20210901,29.63,48.96,50.6,37.5
43343,43343,Denmark,20211001,24.07,39.58,45.24,0.0
43374,43374,Denmark,20211101,24.07,39.58,45.24,0.0
43404,43404,Denmark,20211201,38.89,47.92,54.76,0.0
43435,43435,Dominican Republic,20210101,70.37,60.94,66.07,25.0
43466,43466,Dominican Republic,20210201,70.37,60.94,66.07,25.0
43494,43494,Dominican Republic,20210301,70.37,63.44,68.93,25.0
43525,43525,Dominican Republic,20210401,70.37,63.44,68.93,25.0
43555,43555,Dominican Republic,20210501,70.37,60.31,68.93,0.0
