,Unnamed: 0,CountryName,Date,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex
5444,5444,Bangladesh,20211201,44.44,58.33,59.52,50.0
5475,5475,Bulgaria,20210101,53.7,52.29,50.83,62.5
5506,5506,Bulgaria,20210201,53.7,52.29,50.83,62.5
5534,5534,Bulgaria,20210301,53.7,59.37,58.93,62.5
5565,5565,Bulgaria,20210401,53.7,57.29,56.55,62.5
5595,5595,Bulgaria,20210501,50.93,57.29,56.55,62.5
5626,5626,Bulgaria,20210601,62.96,57.81,57.14,62.5
5656,5656,Bulgaria,20210701,42.59,52.08,50.6,62.5
5687,5687,Bulgaria,20210801,20.37,39.58,36.31,62.5
5718,5718,Bulgaria,20210901,20.37,40.1,33.33,87.5
5748,5748,Bulgaria,20211001,43.52,53.12,48.21,87.5
5779,5779,Bulgaria,20211101,50.0,62.5,58.93,87.5
5809,5809,Bulgaria,20211201,47.22,59.38,55.36,87.5
5840,5840,Bahrain,20210101,50.93,67.19,64.29,87.5
5871,5871,Bahrain,20210201,58.33,71.35,69.05,87.5
5899,5899,Bahrain,20210301,55.56,69.79,67.26,87.5
5930,5930,Bahrain,20210401,56.48,67.81,65.0,87.5
5960,5960,Bahrain,20210501,53.7,66.25,63.21,87.5
5991,5991,Bahrain,20210601,62.96,72.71,70.6,87.5
6021,6021,Bahrain,20210701,62.96,72.71,70.6,87.5
6052,6052,Bahrain,20210801,53.7,65.94,66.43,62.5
6083,6083,Bahrain,20210901,39.35,48.23,51.55,25.0
6113,6113,Bahrain,20211001,39.35,48.23,51.55,25.0
6144,6144,Bahrain,20211101,29.63,47.4,50.6,25.0
6174,6174,Bahrain,20211201,32.41,48.96,52.38,25.0
6205,6205,Bahamas,20210101,68.98,58.07,66.37,0.0
6236,6236,Bahamas,20210201,68.98,58.7,67.08,0.0
6264,6264,Bahamas,20210301,68.98,58.7,67.08,0.0
6295,6295,Bahamas,20210401,68.06,66.3,68.63,50.0
6325,6325,Bahamas,20210501,59.72,64.11,66.13,50.0
6356,6356,Bahamas,20210601,64.35,72.14,75.3,50.0
6386,6386,Bahamas,20210701,51.39,63.8,65.77,50.0
6417,6417,Bahamas,20210801,57.41,68.75,71.43,50.0
6448,6448,Bahamas,20210901,52.31,62.76,64.58,50.0
6478,6478,Bahamas,20211001,52.31,54.43,62.2,0.0
6509,6509,Bahamas,20211101,39.35,47.14,53.87,0.0
6539,6539,Bahamas,20211201,47.22,51.56,58.93,0.0
6570,6570,Bosnia and Herzegovina,20210101,42.59,38.02,43.45,0.0
6601,6601,Bosnia and Herzegovina,20210201,42.59,44.27,43.45,50.0
6629,6629,Bosnia and Herzegovina,20210301,42.59,45.52,44.88,50.0
6660,6660,Bosnia and Herzegovina,20210401,42.59,44.27,43.45,50.0
6690,6690,Bosnia and Herzegovina,20210501,45.37,49.58,49.52,50.0
6721,6721,Bosnia and Herzegovina,20210601,37.04,44.9,44.17,50.0
6751,6751,Bosnia and Herzegovina,20210701,35.19,42.29,41.19,50.0
6782,6782,Bosnia and Herzegovina,20210801,35.19,36.56,40.0,12.5
6813,6813,Bosnia and Herzegovina,20210901,35.19,42.5,41.43,50.0
6843,6843,Bosnia and Herzegovina,20211001,35.19,42.5,41.43,50.0
6874,6874,Bosnia and Herzegovina,20211101,35.19,42.5,41.43,50.0
6904,6904,Bosnia and Herzegovina,20211201,35.19,42.5,41.43,50.0
6935,6935,Belarus,20210101,42.59,43.7,49.94,0.0
6966,6966,Belarus,20210201,42.59,41.61,47.56,0.0
6994,6994,Belarus,20210301,42.59,41.61,47.56,0.0
7025,7025,Belarus,20210401,42.59,41.61,47.56,0.0
7055,7055,Belarus,20210501,42.59,41.61,47.56,0.0
7086,7086,Belarus,20210601,43.52,45.42,51.9,0.0
7116,7116,Belarus,20210701,43.52,45.42,51.9,0.0
7147,7147,Belarus,20210801,29.63,33.23,37.98,0.0
7178,7178,Belarus,20210901,19.44,37.81,36.07,50.0
7208,7208,Belarus,20211001,19.44,31.56,36.07,0.0
7239,7239,Belarus,20211101,19.44,28.44,32.5,0.0
7269,7269,Belarus,20211201,19.44,23.75,27.14,0.0
7300,7300,Belize,20210101,72.22,65.62,66.07,62.5
7331,7331,Belize,20210201,73.15,66.15,66.67,62.5
7359,7359,Belize,20210301,73.15,66.15,66.67,62.5
7390,7390,Belize,20210401,73.15,63.65,63.81,62.5
7420,7420,Belize,20210501,43.52,54.79,51.9,75.0
7451,7451,Belize,20210601,62.04,65.21,63.81,75.0
7481,7481,Belize,20210701,66.67,71.98,71.55,75.0
7512,7512,Belize,20210801,63.89,70.42,69.76,75.0
7543,7543,Belize,20210901,56.48,63.85,65.83,50.0
7573,7573,Belize,20211001,56.48,63.85,65.83,50.0
7604,7604,Belize,20211101,60.19,61.98,63.69,50.0
7634,7634,Belize,20211201,65.74,65.1,67.26,50.0
7665,7665,Bermuda,20210101,61.11,55.73,61.9,12.5
7696,7696,Bermuda,20210201,50.93,50.0,55.36,12.5
7724,7724,Bermuda,20210301,47.22,50.42,55.83,12.5
7755,7755,Bermuda,20210401,74.07,69.9,74.52,37.5
7785,7785,Bermuda,20210501,70.37,67.81,72.14,37.5
7816,7816,Bermuda,20210601,47.22,56.04,58.69,37.5
7846,7846,Bermuda,20210701,37.96,50.0,51.79,37.5
7877,7877,Bermuda,20210801,37.96,50.0,51.79,37.5
7908,7908,Bermuda,20210901,47.22,55.21,57.74,37.5
7938,7938,Bermuda,20211001,56.48,60.42,63.69,37.5
7969,7969,Bermuda,20211101,47.22,61.46,57.74,87.5
7999,7999,Bermuda,20211201,38.89,56.77,54.17,75.0
8030,8030,Bolivia,20210101,52.78,49.48,49.4,50.0
8061,8061,Bolivia,20210201,19.44,35.31,33.21,50.0
8089,8089,Bolivia,20210301,19.44,34.27,28.45,75.0
8120,8120,Bolivia,20210401,25.0,37.4,32.02,75.0
8150,8150,Bolivia,20210501,27.78,38.96,33.81,75.0
8181,8181,Bolivia,20210601,27.78,38.96,33.81,75.0
8211,8211,Bolivia,20210701,27.78,43.12,38.57,75.0
8242,8242,Bolivia,20210801,56.48,63.85,62.26,75.0
8273,8273,Bolivia,20210901,44.91,57.34,54.82,75.0
8303,8303,Bolivia,20211001,31.02,45.57,48.51,25.0
8334,8334,Bolivia,20211101,46.3,54.17,58.33,25.0
8364,8364,Bolivia,20211201,26.85,40.1,45.83,0.0
8395,8395,Brazil,20210101,72.69,62.76,68.15,25.0
8426,8426,Brazil,20210201,87.96,74.48,81.55,25.0
8454,8454,Brazil,20210301,87.96,74.48,81.55,25.0
8485,8485,Brazil,20210401,82.41,74.79,80.12,37.5
8515,8515,Brazil,20210501,58.33,61.25,64.64,37.5
8546,8546,Brazil,20210601,58.33,61.25,64.64,37.5
8576,8576,Brazil,20210701,58.33,60.62,63.93,37.5
8607,8607,Brazil,20210801,,,,37.5
8638,8638,Brazil,20210901,,,,37.5
8668,8668,Brazil,20211001,,,,37.5
8699,8699,Brazil,20211101,,,,37.5
8729,8729,Brazil,20211201,,,,25.0
8760,8760,Brazil,20210101,58.8,58.07,62.8,25.0
8791,8791,Brazil,20210201,56.02,60.26,65.3,25.0
8819,8819,Brazil,20210301,61.57,63.39,68.87,25.0
8850,8850,Brazil,20210401,72.22,72.19,77.14,37.5
8880,8880,Brazil,20210501,58.33,61.25,64.64,37.5
8911,8911,Brazil,20210601,63.89,63.75,67.5,37.5
8941,8941,Brazil,20210701,55.56,59.06,62.14,37.5
8972,8972,Brazil,20210801,,,,37.5
9003,9003,Brazil,20210901,,,,37.5
9033,9033,Brazil,20211001,,,,37.5
9064,9064,Brazil,20211101,,,,37.5
9094,9094,Brazil,20211201,,,,25.0
9125,9125,Brazil,20210101,73.61,63.28,68.75,25.0
9156,9156,Brazil,20210201,91.2,79.43,83.63,50.0
9184,9184,Brazil,20210301,81.02,76.82,77.08,75.0
9215,9215,Brazil,20210401,76.39,74.53,76.25,62.5
9245,9245,Brazil,20210501,69.91,70.89,72.08,62.5
9276,9276,Brazil,20210601,71.76,68.8,73.27,37.5
9306,9306,Brazil,20210701,71.76,68.18,72.56,37.5
9337,9337,Brazil,20210801,,,,37.5
9368,9368,Brazil,20210901,,,,37.5
9398,9398,Brazil,20211001,,,,37.5
9429,9429,Brazil,20211101,,,,37.5
9459,9459,Brazil,20211201,,,,37.5
9490,9490,Brazil,20210101,67.59,59.9,64.88,25.0
9521,9521,Brazil,20210201,65.74,61.98,67.26,25.0
9549,9549,Brazil,20210301,65.74,61.98,67.26,25.0
9580,9580,Brazil,20210401,67.59,66.46,70.6,37.5
9610,9610,Brazil,20210501,67.59,66.46,70.6,37.5
9641,9641,Brazil,20210601,66.2,65.68,69.7,37.5
9671,9671,Brazil,20210701,66.2,65.05,68.99,37.5
9702,9702,Brazil,20210801,,,,37.5
9733,9733,Brazil,20210901,,,,37.5
9763,9763,Brazil,20211001,,,,37.5
9794,9794,Brazil,20211101,,,,37.5
9824,9824,Brazil,20211201,,,,25.0
9855,9855,Brazil,20210101,60.19,56.77,61.31,25.0
9886,9886,Brazil,20210201,59.26,59.38,64.29,25.0
9914,9914,Brazil,20210301,76.85,69.27,75.6,25.0
9945,9945,Brazil,20210401,77.31,72.97,78.04,37.5
9975,9975,Brazil,20210501,68.06,67.76,72.08,37.5
10006,10006,Brazil,20210601,63.43,65.16,69.11,37.5
10036,10036,Brazil,20210701,66.67,66.35,70.48,37.5
10067,10067,Brazil,20210801,,,,37.5
10098,10098,Brazil,20210901,,,,37.5
10128,10128,Brazil,20211001,,,,37.5
10159,10159,Brazil,20211101,,,,37.5
10189,10189,Brazil,20211201,,,,25.0
10220,10220,Brazil,20210101,65.74,63.02,68.45,25.0
10251,10251,Brazil,20210201,62.04,65.31,71.07,25.0
10279,10279,Brazil,20210301,72.69,67.97,74.11,25.0
10310,10310,Brazil,20210401,76.85,82.08,81.31,87.5
10340,10340,Brazil,20210501,76.85,82.08,81.31,87.5
10371,10371,Brazil,20210601,67.59,68.54,72.98,37.5
10401,10401,Brazil,20210701,67.59,68.54,72.98,37.5
10432,10432,Brazil,20210801,,,,37.5
10463,10463,Brazil,20210901,,,,37.5
10493,10493,Brazil,20211001,,,,37.5
10524,10524,Brazil,20211101,,,,37.5
10554,10554,Brazil,20211201,,,,25.0
10585,10585,Brazil,20210101,,,,
10616,10616,Brazil,20210201,,,,
10644,10644,Brazil,20210301,,,,
10675,10675,Brazil,20210401,,,,
10705,10705,Brazil,20210501,,,,
10736,10736,Brazil,20210601,,,,
10766,10766,Brazil,20210701,,,,
10797,10797,Brazil,20210801,,,,
10828,10828,Brazil,20210901,,,,
10858,10858,Brazil,20211001,,,,
10889,10889,Brazil,20211101,,,,
10919,10919,Brazil,20211201,,,,
10950,10950,Brazil,20210101,55.56,57.81,57.14,62.5
10981,10981,Brazil,20210201,55.56,61.56,61.43,62.5
11009,11009,Brazil,20210301,53.7,59.9,59.52,62.5
11040,11040,Brazil,20210401,83.8,78.7,81.01,62.5
11070,11070,Brazil,20210501,73.15,72.08,73.45,62.5
11101,11101,Brazil,20210601,74.07,72.6,74.05,62.5
11131,11131,Brazil,20210701,71.3,67.92,72.26,37.5
11162,11162,Brazil,20210801,,,,37.5
11193,11193,Brazil,20210901,,,,37.5
11223,11223,Brazil,20211001,,,,37.5
11254,11254,Brazil,20211101,,,,37.5
11284,11284,Brazil,20211201,,,,25.0
11315,11315,Brazil,20210101,49.07,49.48,52.98,25.0
11346,11346,Brazil,20210201,49.07,52.6,56.55,25.0
11374,11374,Brazil,20210301,55.56,56.25,60.71,25.0
11405,11405,Brazil,20210401,67.59,66.46,70.6,37.5
11435,11435,Brazil,20210501,50.93,57.08,59.88,37.5
11466,11466,Brazil,20210601,57.87,60.99,64.35,37.5
11496,11496,Brazil,20210701,55.09,58.8,61.85,37.5
11527,11527,Brazil,20210801,,,,37.5
11558,11558,Brazil,20210901,,,,37.5
11588,11588,Brazil,20211001,,,,37.5
11619,11619,Brazil,20211101,,,,37.5
11649,11649,Brazil,20211201,,,,37.5
11680,11680,Brazil,20210101,45.37,51.56,55.36,25.0
11711,11711,Brazil,20210201,43.98,54.53,58.75,25.0
11739,11739,Brazil,20210301,59.26,67.81,68.57,62.5
11770,11770,Brazil,20210401,73.15,74.79,76.55,62.5
11800,11800,Brazil,20210501,66.67,71.15,72.38,62.5
11831,11831,Brazil,20210601,66.67,70.1,74.76,37.5
11861,11861,Brazil,20210701,61.11,65.52,69.52,37.5
11892,11892,Brazil,20210801,,,,37.5
11923,11923,Brazil,20210901,,,,37.5
11953,11953,Brazil,20211001,,,,37.5
11984,11984,Brazil,20211101,,,,50.0
12014,12014,Brazil,20211201,,,,50.0
12045,12045,Brazil,20210101,69.91,62.24,67.56,25.0
12076,12076,Brazil,20210201,65.74,62.6,67.98,25.0
12104,12104,Brazil,20210301,68.06,67.03,73.04,25.0
12135,12135,Brazil,20210401,75.93,71.15,75.95,37.5
12165,12165,Brazil,20210501,59.26,61.77,65.24,37.5
12196,12196,Brazil,20210601,57.41,60.73,64.05,37.5
12226,12226,Brazil,20210701,53.7,58.65,61.67,37.5
12257,12257,Brazil,20210801,,,,37.5
12288,12288,Brazil,20210901,,,,37.5
12318,12318,Brazil,20211001,,,,37.5
12349,12349,Brazil,20211101,,,,37.5
12379,12379,Brazil,20211201,,,,37.5
12410,12410,Brazil,20210101,49.54,50.78,54.46,25.0
12441,12441,Brazil,20210201,49.54,53.91,58.04,25.0
12469,12469,Brazil,20210301,50.93,54.69,58.93,25.0
12500,12500,Brazil,20210401,68.52,68.02,72.38,37.5
12530,12530,Brazil,20210501,65.74,66.46,70.6,37.5
12561,12561,Brazil,20210601,75.46,70.89,75.65,37.5
12591,12591,Brazil,20210701,62.5,62.97,66.61,37.5
12622,12622,Brazil,20210801,,,,37.5
12653,12653,Brazil,20210901,,,,50.0
12683,12683,Brazil,20211001,,,,50.0
12714,12714,Brazil,20211101,,,,50.0
12744,12744,Brazil,20211201,,,,50.0
12775,12775,Brazil,20210101,63.43,57.55,62.2,25.0
12806,12806,Brazil,20210201,59.26,58.33,63.1,25.0
12834,12834,Brazil,20210301,63.89,60.94,66.07,25.0
12865,12865,Brazil,20210401,74.07,70.1,74.76,37.5
12895,12895,Brazil,20210501,71.3,68.54,72.98,37.5
12926,12926,Brazil,20210601,70.37,67.4,71.67,37.5
12956,12956,Brazil,20210701,66.2,65.05,68.99,37.5
12987,12987,Brazil,20210801,,,,37.5
13018,13018,Brazil,20210901,,,,37.5
13048,13048,Brazil,20211001,,,,37.5
13079,13079,Brazil,20211101,,,,37.5
13109,13109,Brazil,20211201,,,,25.0
13140,13140,Brazil,20210101,48.61,49.22,52.68,25.0
13171,13171,Brazil,20210201,80.56,71.35,77.98,25.0
13199,13199,Brazil,20210301,62.5,61.2,66.37,25.0
13230,13230,Brazil,20210401,68.52,68.02,72.38,37.5
13260,13260,Brazil,20210501,62.5,64.64,68.51,37.5
13291,13291,Brazil,20210601,52.31,57.86,60.77,37.5
13321,13321,Brazil,20210701,50.93,56.46,59.17,37.5
13352,13352,Brazil,20210801,,,,37.5
13383,13383,Brazil,20210901,,,,37.5
13413,13413,Brazil,20211001,,,,37.5
13444,13444,Brazil,20211101,,,,37.5
13474,13474,Brazil,20211201,,,,25.0
13505,13505,Brazil,20210101,63.43,59.64,64.58,25.0
13536,13536,Brazil,20210201,63.43,62.76,68.15,25.0
13564,13564,Brazil,20210301,72.69,67.97,74.11,25.0
13595,13595,Brazil,20210401,76.39,76.61,78.63,62.5
13625,13625,Brazil,20210501,38.89,52.4,54.52,37.5
13656,13656,Brazil,20210601,52.78,60.21,63.45,37.5
13686,13686,Brazil,20210701,54.63,58.54,61.55,37.5
13717,13717,Brazil,20210801,,,,37.5
13748,13748,Brazil,20210901,,,,37.5
13778,13778,Brazil,20211001,,,,37.5
13809,13809,Brazil,20211101,,,,37.5
13839,13839,Brazil,20211201,,,,25.0
13870,13870,Brazil,20210101,68.06,62.24,67.56,25.0
13901,13901,Brazil,20210201,68.06,65.36,71.13,25.0
13929,13929,Brazil,20210301,69.91,67.97,72.32,37.5
13960,13960,Brazil,20210401,75.93,73.23,78.33,37.5
13990,13990,Brazil,20210501,74.07,72.19,77.14,37.5
14021,14021,Brazil,20210601,53.7,60.1,63.33,37.5
14051,14051,Brazil,20210701,60.19,62.71,66.31,37.5
14082,14082,Brazil,20210801,,,,37.5
14113,14113,Brazil,20210901,,,,37.5
14143,14143,Brazil,20211001,,,,37.5
14174,14174,Brazil,20211101,,,,37.5
