,CountryName,DateTime,StringencyIndex,ContainmentHealthIndex,EconomicSupportIndex,GovernmentResponseIndex
1120,Brazil,2021-06-01,,,,
1121,Brazil,2021-06-01,64.81,68.1,50.0,65.83
1122,Brazil,2021-06-01,48.15,59.76,50.0,58.54
1123,Brazil,2021-06-01,73.15,76.55,37.5,71.67
1124,Brazil,2021-06-01,66.2,60.18,12.5,54.22
1125,Brazil,2021-07-01,58.33,63.93,37.5,60.62
1126,Brazil,2021-07-01,55.56,62.14,37.5,59.06
1127,Brazil,2021-07-01,71.76,72.56,37.5,68.18
1128,Brazil,2021-07-01,66.2,68.99,37.5,65.05
1129,Brazil,2021-07-01,66.67,70.48,37.5,66.35
1130,Brazil,2021-07-01,67.59,72.98,37.5,68.54
1131,Brazil,2021-07-01,,,,
1132,Brazil,2021-07-01,71.3,72.26,37.5,67.92
1133,Brazil,2021-07-01,55.09,61.85,37.5,58.8
1134,Brazil,2021-07-01,61.11,69.52,37.5,65.52
1135,Brazil,2021-07-01,53.7,61.67,37.5,58.65
1136,Brazil,2021-07-01,62.5,66.61,37.5,62.97
1137,Brazil,2021-07-01,66.2,68.99,37.5,65.05
1138,Brazil,2021-07-01,50.93,59.17,37.5,56.46
1139,Brazil,2021-07-01,54.63,61.55,37.5,58.54
1140,Brazil,2021-07-01,60.19,66.31,37.5,62.71
1141,Brazil,2021-07-01,54.17,66.73,37.5,63.07
1142,Brazil,2021-07-01,58.8,70.89,62.5,69.84
1143,Brazil,2021-07-01,52.31,60.06,75.0,61.93
1144,Brazil,2021-07-01,62.04,66.31,37.5,62.71
1145,Brazil,2021-07-01,46.76,57.68,50.0,56.72
1146,Brazil,2021-07-01,65.74,71.07,37.5,66.88
1147,Brazil,2021-07-01,59.72,67.2,37.5,63.49
1148,Brazil,2021-07-01,,,,
1149,Brazil,2021-07-01,57.41,63.33,50.0,61.67
1150,Brazil,2021-07-01,50.0,60.95,50.0,59.58
1151,Brazil,2021-07-01,67.59,71.07,37.5,66.88
1152,Brazil,2021-07-01,60.65,56.61,12.5,51.09
1153,Brazil,2021-08-01,,,37.5,
1154,Brazil,2021-08-01,,,37.5,
1155,Brazil,2021-08-01,,,37.5,
1156,Brazil,2021-08-01,,,37.5,
1157,Brazil,2021-08-01,,,37.5,
1158,Brazil,2021-08-01,,,37.5,
1159,Brazil,2021-08-01,,,,
1160,Brazil,2021-08-01,,,37.5,
1161,Brazil,2021-08-01,,,37.5,
1162,Brazil,2021-08-01,,,37.5,
1163,Brazil,2021-08-01,,,37.5,
1164,Brazil,2021-08-01,,,37.5,
1165,Brazil,2021-08-01,,,37.5,
1166,Brazil,2021-08-01,,,37.5,
1167,Brazil,2021-08-01,,,37.5,
1168,Brazil,2021-08-01,,,37.5,
1169,Brazil,2021-08-01,,,37.5,
1170,Brazil,2021-08-01,,,62.5,
1171,Brazil,2021-08-01,,,100.0,
1172,Brazil,2021-08-01,,,37.5,
1173,Brazil,2021-08-01,,,50.0,
1174,Brazil,2021-08-01,,,37.5,
1175,Brazil,2021-08-01,,,37.5,
1176,Brazil,2021-08-01,,,,
1177,Brazil,2021-08-01,,,50.0,
1178,Brazil,2021-08-01,,,50.0,
1179,Brazil,2021-08-01,,,37.5,
1180,Brazil,2021-08-01,56.94,53.04,12.5,47.97
1181,Brazil,2021-09-01,,,37.5,
1182,Brazil,2021-09-01,,,37.5,
1183,Brazil,2021-09-01,,,37.5,
1184,Brazil,2021-09-01,,,37.5,
1185,Brazil,2021-09-01,,,37.5,
1186,Brazil,2021-09-01,,,37.5,
1187,Brazil,2021-09-01,,,,
1188,Brazil,2021-09-01,,,37.5,
1189,Brazil,2021-09-01,,,37.5,
1190,Brazil,2021-09-01,,,37.5,
1191,Brazil,2021-09-01,,,37.5,
1192,Brazil,2021-09-01,,,50.0,
1193,Brazil,2021-09-01,,,37.5,
1194,Brazil,2021-09-01,,,37.5,
1195,Brazil,2021-09-01,,,37.5,
1196,Brazil,2021-09-01,,,37.5,
1197,Brazil,2021-09-01,,,37.5,
1198,Brazil,2021-09-01,,,62.5,
1199,Brazil,2021-09-01,,,100.0,
1200,Brazil,2021-09-01,,,37.5,
1201,Brazil,2021-09-01,,,50.0,
1202,Brazil,2021-09-01,,,50.0,
1203,Brazil,2021-09-01,,,37.5,
1204,Brazil,2021-09-01,,,,
1205,Brazil,2021-09-01,,,50.0,
1206,Brazil,2021-09-01,,,50.0,
1207,Brazil,2021-09-01,,,37.5,
1208,Brazil,2021-09-01,54.17,52.14,25.0,48.75
1209,Brazil,2021-10-01,,,37.5,
1210,Brazil,2021-10-01,,,37.5,
1211,Brazil,2021-10-01,,,37.5,
1212,Brazil,2021-10-01,,,37.5,
1213,Brazil,2021-10-01,,,37.5,
1214,Brazil,2021-10-01,,,37.5,
1215,Brazil,2021-10-01,,,,
1216,Brazil,2021-10-01,,,37.5,
1217,Brazil,2021-10-01,,,37.5,
1218,Brazil,2021-10-01,,,37.5,
1219,Brazil,2021-10-01,,,37.5,
1220,Brazil,2021-10-01,,,50.0,
1221,Brazil,2021-10-01,,,37.5,
1222,Brazil,2021-10-01,,,37.5,
1223,Brazil,2021-10-01,,,37.5,
1224,Brazil,2021-10-01,,,37.5,
1225,Brazil,2021-10-01,,,37.5,
1226,Brazil,2021-10-01,,,62.5,
1227,Brazil,2021-10-01,,,100.0,
1228,Brazil,2021-10-01,,,37.5,
1229,Brazil,2021-10-01,,,37.5,
1230,Brazil,2021-10-01,,,37.5,
1231,Brazil,2021-10-01,,,37.5,
1232,Brazil,2021-10-01,,,,
1233,Brazil,2021-10-01,,,50.0,
1234,Brazil,2021-10-01,,,50.0,
1235,Brazil,2021-10-01,,,37.5,
1236,Brazil,2021-10-01,54.17,52.14,25.0,48.75
1237,Brazil,2021-11-01,,,37.5,
1238,Brazil,2021-11-01,,,37.5,
1239,Brazil,2021-11-01,,,37.5,
1240,Brazil,2021-11-01,,,37.5,
1241,Brazil,2021-11-01,,,37.5,
1242,Brazil,2021-11-01,,,37.5,
1243,Brazil,2021-11-01,,,,
1244,Brazil,2021-11-01,,,37.5,
1245,Brazil,2021-11-01,,,37.5,
1246,Brazil,2021-11-01,,,50.0,
1247,Brazil,2021-11-01,,,37.5,
1248,Brazil,2021-11-01,,,50.0,
1249,Brazil,2021-11-01,,,37.5,
1250,Brazil,2021-11-01,,,37.5,
1251,Brazil,2021-11-01,,,37.5,
1252,Brazil,2021-11-01,,,37.5,
1253,Brazil,2021-11-01,,,50.0,
1254,Brazil,2021-11-01,,,37.5,
1255,Brazil,2021-11-01,,,100.0,
1256,Brazil,2021-11-01,,,37.5,
1257,Brazil,2021-11-01,,,37.5,
1258,Brazil,2021-11-01,,,37.5,
1259,Brazil,2021-11-01,,,37.5,
1260,Brazil,2021-11-01,,,,
1261,Brazil,2021-11-01,,,62.5,
1262,Brazil,2021-11-01,,,50.0,
1263,Brazil,2021-11-01,,,37.5,
1264,Brazil,2021-11-01,44.91,46.19,25.0,43.54
1265,Brazil,2021-12-01,,,25.0,
1266,Brazil,2021-12-01,,,25.0,
1267,Brazil,2021-12-01,,,37.5,
1268,Brazil,2021-12-01,,,25.0,
1269,Brazil,2021-12-01,,,25.0,
1270,Brazil,2021-12-01,,,25.0,
1271,Brazil,2021-12-01,,,,
1272,Brazil,2021-12-01,,,25.0,
1273,Brazil,2021-12-01,,,37.5,
1274,Brazil,2021-12-01,,,50.0,
1275,Brazil,2021-12-01,,,37.5,
1276,Brazil,2021-12-01,,,50.0,
1277,Brazil,2021-12-01,,,25.0,
1278,Brazil,2021-12-01,,,25.0,
1279,Brazil,2021-12-01,,,25.0,
1280,Brazil,2021-12-01,,,25.0,
1281,Brazil,2021-12-01,,,50.0,
1282,Brazil,2021-12-01,,,25.0,
1283,Brazil,2021-12-01,,,50.0,
1284,Brazil,2021-12-01,,,25.0,
1285,Brazil,2021-12-01,,,25.0,
1286,Brazil,2021-12-01,,,25.0,
1287,Brazil,2021-12-01,,,25.0,
1288,Brazil,2021-12-01,,,,
1289,Brazil,2021-12-01,,,62.5,
1290,Brazil,2021-12-01,,,25.0,
1291,Brazil,2021-12-01,,,37.5,
1292,Brazil,2021-12-01,61.57,59.23,25.0,54.95
1293,Brazil,2022-01-01,,,,
1294,Brazil,2022-01-01,,,,
1295,Brazil,2022-01-01,,,,
1296,Brazil,2022-01-01,,,,
1297,Brazil,2022-01-01,,,,
1298,Brazil,2022-01-01,,,,
1299,Brazil,2022-01-01,,,,
1300,Brazil,2022-01-01,,,,
1301,Brazil,2022-01-01,,,,
1302,Brazil,2022-01-01,,,,
1303,Brazil,2022-01-01,,,,
1304,Brazil,2022-01-01,,,,
1305,Brazil,2022-01-01,,,,
1306,Brazil,2022-01-01,,,,
1307,Brazil,2022-01-01,,,,
1308,Brazil,2022-01-01,,,,
1309,Brazil,2022-01-01,,,,
1310,Brazil,2022-01-01,,,,
1311,Brazil,2022-01-01,,,,
1312,Brazil,2022-01-01,,,,
1313,Brazil,2022-01-01,,,,
1314,Brazil,2022-01-01,,,,
1315,Brazil,2022-01-01,,,,
1316,Brazil,2022-01-01,,,,
1317,Brazil,2022-01-01,,,,
1318,Brazil,2022-01-01,,,,
1319,Brazil,2022-01-01,,,,
1320,Brazil,2022-01-01,61.57,59.23,25.0,54.95
1321,Brazil,2022-02-01,,,,
1322,Brazil,2022-02-01,,,,
1323,Brazil,2022-02-01,,,,
1324,Brazil,2022-02-01,,,,
1325,Brazil,2022-02-01,,,,
1326,Brazil,2022-02-01,,,,
1327,Brazil,2022-02-01,,,,
1328,Brazil,2022-02-01,,,,
1329,Brazil,2022-02-01,,,,
1330,Brazil,2022-02-01,,,,
1331,Brazil,2022-02-01,,,,
1332,Brazil,2022-02-01,,,,
1333,Brazil,2022-02-01,,,,
1334,Brazil,2022-02-01,,,,
1335,Brazil,2022-02-01,,,,
1336,Brazil,2022-02-01,,,,
1337,Brazil,2022-02-01,,,,
1338,Brazil,2022-02-01,,,,
1339,Brazil,2022-02-01,,,,
1340,Brazil,2022-02-01,,,,
1341,Brazil,2022-02-01,,,,
1342,Brazil,2022-02-01,,,,
1343,Brazil,2022-02-01,,,,
1344,Brazil,2022-02-01,,,,
1345,Brazil,2022-02-01,,,,
1346,Brazil,2022-02-01,,,,
1347,Brazil,2022-02-01,,,,
1348,Brazil,2022-02-01,61.57,59.23,25.0,54.95
1349,Brazil,2022-03-01,,,,
1350,Brazil,2022-03-01,,,,
1351,Brazil,2022-03-01,,,,
1352,Brazil,2022-03-01,,,,
1353,Brazil,2022-03-01,,,,
1354,Brazil,2022-03-01,,,,
1355,Brazil,2022-03-01,,,,
1356,Brazil,2022-03-01,,,,
1357,Brazil,2022-03-01,,,,
1358,Brazil,2022-03-01,,,,
1359,Brazil,2022-03-01,,,,
1360,Brazil,2022-03-01,,,,
1361,Brazil,2022-03-01,,,,
1362,Brazil,2022-03-01,,,,
1363,Brazil,2022-03-01,,,,
1364,Brazil,2022-03-01,,,,
1365,Brazil,2022-03-01,,,,
1366,Brazil,2022-03-01,,,,
1367,Brazil,2022-03-01,,,,
1368,Brazil,2022-03-01,,,,
1369,Brazil,2022-03-01,,,,
1370,Brazil,2022-03-01,,,,
1371,Brazil,2022-03-01,,,,
1372,Brazil,2022-03-01,,,,
1373,Brazil,2022-03-01,,,,
1374,Brazil,2022-03-01,,,,
1375,Brazil,2022-03-01,,,,
1376,Brazil,2022-03-01,69.91,68.15,25.0,62.76
1377,Brunei,2020-01-01,0.0,3.57,0.0,3.12
1378,Brunei,2020-02-01,19.44,16.07,0.0,14.06
1379,Brunei,2020-03-01,19.44,17.86,0.0,15.62
1380,Brunei,2020-04-01,52.78,46.43,62.5,48.44
1381,Brunei,2020-05-01,58.33,50.0,62.5,51.56
1382,Brunei,2020-06-01,52.78,46.43,62.5,48.44
1383,Brunei,2020-07-01,49.07,45.83,62.5,47.92
1384,Brunei,2020-08-01,39.81,39.88,62.5,42.71
1385,Brunei,2020-09-01,37.96,41.07,62.5,43.75
1386,Brunei,2020-10-01,35.19,39.29,50.0,40.62
1387,Brunei,2020-11-01,35.19,42.86,50.0,43.75
1388,Brunei,2020-12-01,35.19,42.86,50.0,43.75
1389,Brunei,2021-01-01,35.19,42.86,50.0,43.75
1390,Brunei,2021-02-01,35.19,42.86,50.0,43.75
1391,Brunei,2021-03-01,40.74,46.43,50.0,46.87
1392,Brunei,2021-04-01,40.74,46.43,0.0,40.62
1393,Brunei,2021-05-01,40.74,49.29,0.0,43.12
1394,Brunei,2021-06-01,40.74,50.71,0.0,44.37
1395,Brunei,2021-07-01,40.74,52.14,0.0,45.62
1396,Brunei,2021-08-01,40.74,53.57,0.0,46.87
1397,Brunei,2021-09-01,79.63,82.14,0.0,71.88
1398,Brunei,2021-10-01,79.63,82.14,0.0,71.88
1399,Brunei,2021-11-01,79.63,82.14,0.0,71.88
1400,Brunei,2021-12-01,79.63,82.14,0.0,71.88
1401,Brunei,2022-01-01,57.41,67.86,0.0,59.37
1402,Brunei,2022-02-01,57.41,67.86,0.0,59.37
1403,Brunei,2022-03-01,57.41,67.86,0.0,59.37
1404,Bulgaria,2020-01-01,0.0,0.0,0.0,0.0
1405,Bulgaria,2020-02-01,0.0,0.0,0.0,0.0
1406,Bulgaria,2020-03-01,13.89,8.93,0.0,7.81
1407,Bulgaria,2020-04-01,71.3,50.0,37.5,48.44
1408,Bulgaria,2020-05-01,73.15,58.33,87.5,61.98
1409,Bulgaria,2020-06-01,44.44,39.88,87.5,45.83
1410,Bulgaria,2020-07-01,36.11,36.31,62.5,39.58
1411,Bulgaria,2020-08-01,41.67,39.88,62.5,42.71
1412,Bulgaria,2020-09-01,38.89,38.1,62.5,41.15
1413,Bulgaria,2020-10-01,35.19,35.71,62.5,39.06
1414,Bulgaria,2020-11-01,48.15,45.83,62.5,47.92
1415,Bulgaria,2020-12-01,53.7,49.4,62.5,51.04
1416,Bulgaria,2021-01-01,53.7,50.83,62.5,52.29
1417,Bulgaria,2021-02-01,53.7,50.83,62.5,52.29
1418,Bulgaria,2021-03-01,53.7,58.93,62.5,59.37
1419,Bulgaria,2021-04-01,53.7,56.55,62.5,57.29
1420,Bulgaria,2021-05-01,50.93,56.55,62.5,57.29
1421,Bulgaria,2021-06-01,62.96,57.14,62.5,57.81
1422,Bulgaria,2021-07-01,42.59,50.6,62.5,52.08
1423,Bulgaria,2021-08-01,20.37,36.31,62.5,39.58
1424,Bulgaria,2021-09-01,20.37,33.33,87.5,40.1
1425,Bulgaria,2021-10-01,43.52,48.21,87.5,53.12
1426,Bulgaria,2021-11-01,50.0,58.93,87.5,62.5
1427,Bulgaria,2021-12-01,47.22,55.36,87.5,59.38
1428,Bulgaria,2022-01-01,50.0,57.14,87.5,60.94
1429,Bulgaria,2022-02-01,44.44,53.57,87.5,57.81
1430,Bulgaria,2022-03-01,44.44,53.57,87.5,57.81
1431,Burkina Faso,2020-01-01,0.0,0.0,0.0,0.0
1432,Burkina Faso,2020-02-01,0.0,0.0,0.0,0.0
1433,Burkina Faso,2020-03-01,0.0,2.38,0.0,2.08
1434,Burkina Faso,2020-04-01,84.26,63.69,0.0,55.73
1435,Burkina Faso,2020-05-01,84.26,69.05,0.0,60.42
1436,Burkina Faso,2020-06-01,45.37,44.05,0.0,38.54
1437,Burkina Faso,2020-07-01,45.37,44.05,0.0,38.54
1438,Burkina Faso,2020-08-01,56.48,51.19,0.0,44.79
1439,Burkina Faso,2020-09-01,48.15,45.83,0.0,40.1
1440,Burkina Faso,2020-10-01,36.11,42.86,0.0,37.5
1441,Burkina Faso,2020-11-01,22.22,32.14,0.0,28.12
1442,Burkina Faso,2020-12-01,13.89,28.57,0.0,25.0
1443,Burkina Faso,2021-01-01,13.89,28.57,0.0,25.0
1444,Burkina Faso,2021-02-01,16.67,30.36,0.0,26.56
1445,Burkina Faso,2021-03-01,22.22,26.79,25.0,26.56
1446,Burkina Faso,2021-04-01,30.56,39.29,100.0,46.88
1447,Burkina Faso,2021-05-01,25.0,37.5,0.0,32.81
1448,Burkina Faso,2021-06-01,25.0,37.5,50.0,39.06
1449,Burkina Faso,2021-07-01,22.22,33.33,50.0,35.42
1450,Burkina Faso,2021-08-01,22.22,33.33,50.0,35.42
1451,Burkina Faso,2021-09-01,13.89,31.55,0.0,27.6
1452,Burkina Faso,2021-10-01,13.89,31.55,0.0,27.6
1453,Burkina Faso,2021-11-01,13.89,29.29,0.0,25.62
1454,Burkina Faso,2021-12-01,13.89,33.93,0.0,29.69
1455,Burkina Faso,2022-01-01,13.89,33.93,0.0,29.69
1456,Burkina Faso,2022-02-01,17.59,29.17,0.0,25.52
1457,Burkina Faso,2022-03-01,,,,
1458,Burundi,2020-01-01,0.0,0.0,0.0,0.0
1459,Burundi,2020-02-01,5.56,3.57,0.0,3.12
1460,Burundi,2020-03-01,5.56,3.57,0.0,3.12
1461,Burundi,2020-04-01,13.89,18.45,0.0,16.15
1462,Burundi,2020-05-01,13.89,18.45,0.0,16.15
1463,Burundi,2020-06-01,13.89,14.88,0.0,13.02
1464,Burundi,2020-07-01,13.89,14.88,0.0,13.02
1465,Burundi,2020-08-01,11.11,14.88,0.0,13.02
1466,Burundi,2020-09-01,11.11,14.88,0.0,13.02
1467,Burundi,2020-10-01,14.81,17.26,0.0,15.1
1468,Burundi,2020-11-01,14.81,17.26,12.5,16.67
1469,Burundi,2020-12-01,14.81,17.26,12.5,16.67
1470,Burundi,2021-01-01,14.81,17.26,37.5,19.79
1471,Burundi,2021-02-01,24.07,23.21,0.0,20.31
1472,Burundi,2021-03-01,14.81,19.05,0.0,16.67
1473,Burundi,2021-04-01,16.67,18.45,0.0,16.15
1474,Burundi,2021-05-01,15.74,14.29,37.5,17.19
1475,Burundi,2021-06-01,15.74,14.29,37.5,17.19
1476,Burundi,2021-07-01,15.74,14.29,37.5,17.19
1477,Burundi,2021-08-01,15.74,14.29,37.5,17.19
1478,Burundi,2021-09-01,15.74,14.29,37.5,17.19
1479,Burundi,2021-10-01,13.89,17.86,37.5,20.31
1480,Burundi,2021-11-01,11.11,13.69,37.5,16.67
1481,Burundi,2021-12-01,8.33,14.29,37.5,17.19
1482,Burundi,2022-01-01,16.67,30.71,0.0,26.88
1483,Burundi,2022-02-01,19.44,28.69,12.5,26.67
1484,Burundi,2022-03-01,25.0,28.69,0.0,25.1
1485,Cambodia,2020-01-01,0.0,0.0,0.0,0.0
1486,Cambodia,2020-02-01,0.0,0.0,0.0,0.0
1487,Cambodia,2020-03-01,0.0,0.0,0.0,0.0
1488,Cambodia,2020-04-01,57.41,42.86,0.0,37.5
1489,Cambodia,2020-05-01,57.41,44.64,0.0,39.06
1490,Cambodia,2020-06-01,40.74,33.93,37.5,34.38
1491,Cambodia,2020-07-01,40.74,33.93,37.5,34.38
1492,Cambodia,2020-08-01,38.89,32.74,37.5,33.33
1493,Cambodia,2020-09-01,44.44,38.69,37.5,38.54
1494,Cambodia,2020-10-01,37.04,34.82,37.5,35.16
1495,Cambodia,2020-11-01,37.04,34.82,37.5,35.16
1496,Cambodia,2020-12-01,62.04,53.27,37.5,51.3
1497,Cambodia,2021-01-01,54.63,44.64,12.5,40.62
1498,Cambodia,2021-02-01,47.22,39.88,12.5,36.46
1499,Cambodia,2021-03-01,56.48,55.0,12.5,49.69
1500,Cambodia,2021-04-01,65.74,65.89,12.5,59.22
1501,Cambodia,2021-05-01,72.69,74.17,12.5,66.46
1502,Cambodia,2021-06-01,66.2,65.83,12.5,59.17
1503,Cambodia,2021-07-01,72.69,70.0,12.5,62.81
1504,Cambodia,2021-08-01,72.22,69.7,0.0,60.99
1505,Cambodia,2021-09-01,73.15,71.19,0.0,62.29
1506,Cambodia,2021-10-01,69.44,70.24,0.0,61.46
1507,Cambodia,2021-11-01,57.87,62.8,0.0,54.95
1508,Cambodia,2021-12-01,60.65,64.58,0.0,56.51
1509,Cambodia,2022-01-01,46.3,55.36,0.0,48.44
1510,Cambodia,2022-02-01,35.65,48.51,0.0,42.45
1511,Cambodia,2022-03-01,,,,
1512,Cameroon,2020-01-01,0.0,0.0,0.0,0.0
1513,Cameroon,2020-02-01,0.0,0.0,0.0,0.0
1514,Cameroon,2020-03-01,0.0,3.57,0.0,3.12
1515,Cameroon,2020-04-01,57.41,40.48,0.0,35.42
1516,Cameroon,2020-05-01,63.89,54.76,0.0,47.92
1517,Cameroon,2020-06-01,60.19,52.38,37.5,50.52
1518,Cameroon,2020-07-01,60.19,52.38,37.5,50.52
1519,Cameroon,2020-08-01,60.19,52.38,37.5,50.52
1520,Cameroon,2020-09-01,57.41,52.98,25.0,49.48
1521,Cameroon,2020-10-01,52.78,50.0,25.0,46.88
1522,Cameroon,2020-11-01,45.37,45.24,25.0,42.71
1523,Cameroon,2020-12-01,31.48,32.74,0.0,28.65
1524,Cameroon,2021-01-01,20.37,25.6,0.0,22.4
1525,Cameroon,2021-02-01,24.07,23.21,0.0,20.31
1526,Cameroon,2021-03-01,35.19,32.74,0.0,28.65
1527,Cameroon,2021-04-01,35.19,30.36,0.0,26.56
1528,Cameroon,2021-05-01,37.96,32.14,0.0,28.12
1529,Cameroon,2021-06-01,29.63,26.79,0.0,23.44
1530,Cameroon,2021-07-01,29.63,26.79,0.0,23.44
1531,Cameroon,2021-08-01,29.63,33.93,0.0,29.69
1532,Cameroon,2021-09-01,22.22,33.93,0.0,29.69
1533,Cameroon,2021-10-01,38.89,44.64,0.0,39.06
1534,Cameroon,2021-11-01,41.67,44.05,0.0,38.54
1535,Cameroon,2021-12-01,22.22,33.93,0.0,29.69
1536,Cameroon,2022-01-01,30.56,39.29,0.0,34.38
1537,Cameroon,2022-02-01,30.56,39.29,0.0,34.38
1538,Cameroon,2022-03-01,,,,
1539,Canada,2020-01-01,5.56,3.57,0.0,3.12
1540,Canada,2020-01-01,5.56,3.57,0.0,3.12
1541,Canada,2020-01-01,5.56,3.57,0.0,3.12
1542,Canada,2020-01-01,5.56,3.57,0.0,3.12
1543,Canada,2020-01-01,5.56,3.57,0.0,3.12
1544,Canada,2020-01-01,5.56,3.57,0.0,3.12
1545,Canada,2020-01-01,5.56,3.57,0.0,3.12
1546,Canada,2020-01-01,5.56,3.57,0.0,3.12
1547,Canada,2020-01-01,5.56,3.57,0.0,3.12
1548,Canada,2020-01-01,5.56,3.57,0.0,3.12
1549,Canada,2020-01-01,5.56,3.57,0.0,3.12
1550,Canada,2020-01-01,12.96,8.33,0.0,7.29
1551,Canada,2020-01-01,5.56,3.57,0.0,3.12
1552,Canada,2020-01-01,0.0,3.57,0.0,3.12
1553,Canada,2020-02-01,11.11,9.52,0.0,8.33
1554,Canada,2020-02-01,11.11,13.1,0.0,11.46
1555,Canada,2020-02-01,11.11,16.67,0.0,14.58
1556,Canada,2020-02-01,11.11,7.14,0.0,6.25
1557,Canada,2020-02-01,11.11,7.14,0.0,6.25
1558,Canada,2020-02-01,11.11,7.14,0.0,6.25
1559,Canada,2020-02-01,11.11,7.14,0.0,6.25
1560,Canada,2020-02-01,11.11,7.14,0.0,6.25
1561,Canada,2020-02-01,13.89,16.07,0.0,14.06
1562,Canada,2020-02-01,11.11,7.14,0.0,6.25
1563,Canada,2020-02-01,11.11,7.14,0.0,6.25
1564,Canada,2020-02-01,18.52,11.9,0.0,10.42
1565,Canada,2020-02-01,11.11,7.14,0.0,6.25
1566,Canada,2020-02-01,2.78,7.74,0.0,6.77
1567,Canada,2020-03-01,16.67,13.1,0.0,11.46
1568,Canada,2020-03-01,13.89,14.88,0.0,13.02
1569,Canada,2020-03-01,11.11,16.67,0.0,14.58
1570,Canada,2020-03-01,11.11,7.14,0.0,6.25
1571,Canada,2020-03-01,11.11,7.14,0.0,6.25
1572,Canada,2020-03-01,11.11,13.1,0.0,11.46
1573,Canada,2020-03-01,11.11,7.14,0.0,6.25
1574,Canada,2020-03-01,11.11,7.14,0.0,6.25
1575,Canada,2020-03-01,13.89,16.07,0.0,14.06
1576,Canada,2020-03-01,16.67,10.71,0.0,9.38
1577,Canada,2020-03-01,11.11,7.14,0.0,6.25
1578,Canada,2020-03-01,18.52,11.9,0.0,10.42
1579,Canada,2020-03-01,11.11,7.14,0.0,6.25
1580,Canada,2020-03-01,2.78,7.74,0.0,6.77
1581,Canada,2020-04-01,75.93,65.48,87.5,68.23
1582,Canada,2020-04-01,78.7,63.69,62.5,63.54
1583,Canada,2020-04-01,69.44,61.31,62.5,61.46
1584,Canada,2020-04-01,90.74,69.05,62.5,68.23
1585,Canada,2020-04-01,83.33,67.86,62.5,67.19
1586,Canada,2020-04-01,81.48,69.05,87.5,71.35
1587,Canada,2020-04-01,61.11,55.95,87.5,59.9
1588,Canada,2020-04-01,57.41,53.57,37.5,51.56
1589,Canada,2020-04-01,73.15,63.69,87.5,66.67
1590,Canada,2020-04-01,81.48,69.05,87.5,71.35
1591,Canada,2020-04-01,82.41,62.5,75.0,64.06
1592,Canada,2020-04-01,70.37,52.38,62.5,53.65
1593,Canada,2020-04-01,77.78,69.05,62.5,68.23
1594,Canada,2020-04-01,76.39,63.39,62.5,63.28
1595,Canada,2020-05-01,75.93,71.43,62.5,70.31
1596,Canada,2020-05-01,78.7,73.21,62.5,71.88
1597,Canada,2020-05-01,72.22,69.05,87.5,71.35
1598,Canada,2020-05-01,79.63,67.86,62.5,67.19
1599,Canada,2020-05-01,83.33,76.19,62.5,74.48
1600,Canada,2020-05-01,77.78,70.24,87.5,72.4
1601,Canada,2020-05-01,77.78,72.62,87.5,74.48
1602,Canada,2020-05-01,77.78,70.24,37.5,66.15
1603,Canada,2020-05-01,73.15,67.26,87.5,69.79
1604,Canada,2020-05-01,77.78,70.24,87.5,72.4
1605,Canada,2020-05-01,82.41,66.07,75.0,67.19
1606,Canada,2020-05-01,78.7,64.88,62.5,64.58
1607,Canada,2020-05-01,77.78,72.62,62.5,71.35
1608,Canada,2020-05-01,74.54,63.1,62.5,63.02
1609,Canada,2020-06-01,68.52,69.05,62.5,68.23
1610,Canada,2020-06-01,65.74,64.88,62.5,64.58
1611,Canada,2020-06-01,64.81,61.9,87.5,65.1
1612,Canada,2020-06-01,76.39,65.77,62.5,65.36
1613,Canada,2020-06-01,76.85,72.02,62.5,70.83
1614,Canada,2020-06-01,77.78,70.24,87.5,72.4
1615,Canada,2020-06-01,71.3,68.45,87.5,70.83
1616,Canada,2020-06-01,71.3,66.07,37.5,62.5
1617,Canada,2020-06-01,65.74,67.26,87.5,69.79
1618,Canada,2020-06-01,75.0,66.07,100.0,70.31
1619,Canada,2020-06-01,64.81,54.76,75.0,57.29
1620,Canada,2020-06-01,78.7,64.88,62.5,64.58
1621,Canada,2020-06-01,77.78,72.62,62.5,71.35
1622,Canada,2020-06-01,70.83,61.61,62.5,61.72
1623,Canada,2020-07-01,52.78,58.93,62.5,59.38
1624,Canada,2020-07-01,59.26,60.71,62.5,60.94
1625,Canada,2020-07-01,62.04,60.12,87.5,63.54
1626,Canada,2020-07-01,69.44,62.5,62.5,62.5
1627,Canada,2020-07-01,64.81,64.29,62.5,64.06
1628,Canada,2020-07-01,58.33,55.36,62.5,56.25
1629,Canada,2020-07-01,67.59,63.69,87.5,66.67
1630,Canada,2020-07-01,62.96,58.33,37.5,55.73
1631,Canada,2020-07-01,63.89,66.07,87.5,68.75
1632,Canada,2020-07-01,69.44,62.5,100.0,67.19
1633,Canada,2020-07-01,58.33,50.6,75.0,53.65
1634,Canada,2020-07-01,58.33,51.79,62.5,53.12
1635,Canada,2020-07-01,70.37,65.48,62.5,65.1
1636,Canada,2020-07-01,68.98,61.31,62.5,61.46
1637,Canada,2020-08-01,52.78,57.44,62.5,58.07
1638,Canada,2020-08-01,64.81,64.29,62.5,64.06
1639,Canada,2020-08-01,62.04,60.12,87.5,63.54
