,Unnamed: 0,CountryName,Date,StringencyIndex,GovernmentResponseIndex,ContainmentHealthIndex,EconomicSupportIndex
4306,4306,Canada,20220201,,,,
4334,4334,Canada,20220301,,,,
4350,4350,Canada,20220101,75.0,73.44,78.57,37.5
4381,4381,Canada,20220201,67.59,69.27,73.81,37.5
4409,4409,Canada,20220301,,,,
4425,4425,Canada,20220101,71.3,69.27,73.81,37.5
4456,4456,Canada,20220201,60.19,63.02,66.67,37.5
4484,4484,Canada,20220301,47.22,51.56,53.57,37.5
4500,4500,Canada,20220101,76.85,72.4,77.38,37.5
4531,4531,Canada,20220201,76.85,70.31,75.0,37.5
4559,4559,Canada,20220301,,,,37.5
4575,4575,Canada,20220101,74.07,65.1,69.05,37.5
4606,4606,Canada,20220201,62.96,58.85,61.9,37.5
4634,4634,Canada,20220301,,,,
4650,4650,Canada,20220101,68.52,73.96,75.6,62.5
4681,4681,Canada,20220201,67.59,70.31,75.0,37.5
4709,4709,Canada,20220301,,,,
4725,4725,Canada,20220101,87.04,79.17,85.12,37.5
4756,4756,Canada,20220201,72.69,70.05,74.7,37.5
4784,4784,Canada,20220301,,,,
4800,4800,Canada,20220101,47.22,53.65,55.95,37.5
4831,4831,Canada,20220201,55.56,58.33,61.31,37.5
4859,4859,Canada,20220301,33.33,43.75,44.64,37.5
4875,4875,Canada,20220101,71.3,67.19,71.43,37.5
4906,4906,Canada,20220201,67.59,65.1,69.05,37.5
4934,4934,Canada,20220301,52.78,52.08,59.52,
4950,4950,Canada,20220101,66.67,74.48,74.4,75.0
4981,4981,Canada,20220201,55.56,68.23,67.26,75.0
5009,5009,Canada,20220301,55.56,68.23,67.26,75.0
5025,5025,Canada,20220101,38.89,44.27,45.24,37.5
5056,5056,Canada,20220201,40.74,48.44,50.0,37.5
5084,5084,Canada,20220301,11.11,,,
5100,5100,Canada,20220101,38.89,53.65,54.17,50.0
5131,5131,Canada,20220201,46.3,51.04,52.98,37.5
5159,5159,Canada,20220301,,,,
5175,5175,Canada,20220101,74.54,67.97,72.32,37.5
5206,5206,Canada,20220201,78.24,70.05,74.7,37.5
5234,5234,Canada,20220301,68.98,64.06,67.86,37.5
5250,5250,Switzerland,20220101,56.48,60.42,63.69,37.5
5281,5281,Switzerland,20220201,56.48,60.42,63.69,37.5
5309,5309,Switzerland,20220301,23.15,42.19,41.07,50.0
5325,5325,Chile,20220101,35.65,42.24,48.27,0.0
5356,5356,Chile,20220201,35.65,43.49,49.7,0.0
5384,5384,Chile,20220301,30.09,40.36,46.13,0.0
5400,5400,China,20220101,56.94,59.11,67.56,0.0
5431,5431,China,20220201,56.94,59.11,67.56,0.0
5459,5459,China,20220301,50.0,55.21,63.1,0.0
5475,5475,China,20220101,65.74,64.06,73.21,0.0
5506,5506,China,20220201,68.52,67.19,76.79,0.0
5534,5534,China,20220301,65.74,65.62,75.0,0.0
5550,5550,China,20220101,65.74,66.98,74.76,12.5
5581,5581,China,20220201,65.74,66.98,74.76,12.5
5609,5609,China,20220301,65.74,73.23,74.76,62.5
5625,5625,China,20220101,51.85,59.37,64.29,25.0
5656,5656,China,20220201,60.19,64.06,69.64,25.0
5684,5684,China,20220301,62.96,65.62,71.43,25.0
5700,5700,China,20220101,68.98,65.16,72.68,12.5
5731,5731,China,20220201,50.0,54.48,60.48,12.5
5759,5759,China,20220301,57.87,58.91,65.54,12.5
5775,5775,China,20220101,62.96,63.54,72.62,0.0
5806,5806,China,20220201,54.63,58.85,67.26,
5834,5834,China,20220301,48.61,55.47,63.39,
5850,5850,China,20220101,62.96,60.21,68.81,0.0
5881,5881,China,20220201,62.96,60.21,68.81,0.0
5909,5909,China,20220301,64.81,61.25,70.0,0.0
5925,5925,China,20220101,64.81,64.06,73.21,0.0
5956,5956,China,20220201,61.11,61.98,70.83,0.0
5984,5984,China,20220301,61.11,61.98,70.83,0.0
6000,6000,China,20220101,66.2,65.36,74.7,0.0
6031,6031,China,20220201,66.2,65.36,74.7,0.0
6059,6059,China,20220301,52.31,57.55,65.77,0.0
6075,6075,China,20220101,50.0,54.17,61.9,0.0
6106,6106,China,20220201,50.0,54.17,61.9,0.0
6134,6134,China,20220301,50.0,54.17,61.9,0.0
6150,6150,China,20220101,55.56,60.42,67.26,12.5
6181,6181,China,20220201,55.56,60.42,67.26,12.5
6209,6209,China,20220301,55.56,60.42,67.26,12.5
6225,6225,China,20220101,41.67,51.04,58.33,0.0
6256,6256,China,20220201,44.44,52.6,60.12,0.0
6284,6284,China,20220301,56.94,59.64,68.15,0.0
6300,6300,China,20220101,56.02,60.16,66.96,12.5
6331,6331,China,20220201,81.94,74.74,83.63,12.5
6359,6359,China,20220301,76.39,71.61,80.06,12.5
6375,6375,China,20220101,54.63,64.58,66.67,50.0
6406,6406,China,20220201,49.07,61.46,63.1,50.0
6434,6434,China,20220301,46.3,59.9,61.31,50.0
6450,6450,China,20220101,52.78,61.46,66.67,25.0
6481,6481,China,20220201,54.63,59.37,67.86,0.0
6509,6509,China,20220301,54.63,59.37,67.86,0.0
6525,6525,China,20220101,44.44,53.12,60.71,0.0
6556,6556,China,20220201,44.44,53.12,60.71,0.0
6584,6584,China,20220301,63.43,63.8,72.92,0.0
6600,6600,China,20220101,40.74,51.56,58.93,0.0
6631,6631,China,20220201,40.74,50.52,57.74,0.0
6659,6659,China,20220301,40.74,50.52,57.74,0.0
6675,6675,China,20220101,43.52,50.52,57.74,0.0
6706,6706,China,20220201,43.52,50.52,57.74,0.0
6734,6734,China,20220301,73.61,70.83,80.95,0.0
6750,6750,China,20220101,56.02,58.59,66.96,0.0
6781,6781,China,20220201,57.41,59.37,67.86,0.0
6809,6809,China,20220301,50.46,55.47,63.39,0.0
6825,6825,China,20220101,56.94,61.2,66.37,25.0
6856,6856,China,20220201,56.94,61.2,66.37,25.0
6884,6884,China,20220301,56.94,61.2,66.37,25.0
6900,6900,China,20220101,61.11,62.5,71.43,0.0
6931,6931,China,20220201,61.11,62.5,71.43,0.0
6959,6959,China,20220301,,,,
6975,6975,China,20220101,57.41,57.08,65.24,0.0
7006,7006,China,20220201,57.41,57.08,65.24,0.0
7034,7034,China,20220301,60.19,58.65,67.02,0.0
7050,7050,China,20220101,57.87,62.55,64.35,50.0
7081,7081,China,20220201,57.87,63.59,65.54,50.0
7109,7109,China,20220301,57.87,63.59,65.54,50.0
7125,7125,China,20220101,48.15,54.69,62.5,0.0
7156,7156,China,20220201,48.15,54.69,62.5,0.0
7184,7184,China,20220301,48.15,54.69,62.5,0.0
7200,7200,China,20220101,79.17,72.66,83.04,0.0
7231,7231,China,20220201,62.5,63.28,72.32,0.0
7259,7259,China,20220301,56.94,60.16,68.75,0.0
7275,7275,China,20220101,58.8,58.39,66.73,0.0
7306,7306,China,20220201,57.87,59.95,68.51,0.0
7334,7334,China,20220301,55.09,58.39,66.73,0.0
7350,7350,China,20220101,46.3,52.08,59.52,0.0
7381,7381,China,20220201,75.0,68.23,77.98,0.0
7409,7409,China,20220301,67.59,64.06,73.21,0.0
7425,7425,China,20220101,55.56,57.29,65.48,0.0
7456,7456,China,20220201,55.56,57.29,65.48,0.0
7484,7484,China,20220301,55.56,57.29,65.48,0.0
7500,7500,China,20220101,43.52,50.52,57.74,0.0
7531,7531,China,20220201,43.52,50.52,57.74,0.0
7559,7559,China,20220301,43.52,50.52,57.74,0.0
7575,7575,China,20220101,71.3,73.18,76.49,50.0
7606,7606,China,20220201,64.35,69.27,72.02,50.0
7634,7634,China,20220301,67.13,70.83,73.81,50.0
7650,7650,China,20220101,66.2,64.32,73.51,0.0
7681,7681,China,20220201,69.91,66.41,75.89,0.0
7709,7709,China,20220301,50.0,54.17,61.9,0.0
7725,7725,China,20220101,79.17,79.43,81.85,62.5
7756,7756,China,20220201,64.35,71.09,72.32,62.5
7784,7784,China,20220301,64.35,71.09,72.32,62.5
7800,7800,Cote d'Ivoire,20220101,13.89,29.69,30.36,25.0
7831,7831,Cote d'Ivoire,20220201,13.89,29.69,30.36,25.0
7859,7859,Cote d'Ivoire,20220301,,,,
7875,7875,Cameroon,20220101,30.56,34.38,39.29,0.0
7906,7906,Cameroon,20220201,30.56,34.38,39.29,0.0
7934,7934,Cameroon,20220301,,,,
7950,7950,Democratic Republic of Congo,20220101,38.89,29.9,34.17,0.0
7981,7981,Democratic Republic of Congo,20220201,33.33,32.08,36.67,0.0
8009,8009,Democratic Republic of Congo,20220301,,,,
8025,8025,Congo,20220101,51.85,45.31,51.79,0.0
8056,8056,Congo,20220201,51.85,45.31,51.79,0.0
8084,8084,Congo,20220301,48.15,43.23,49.4,0.0
8100,8100,Colombia,20220101,59.26,63.02,66.67,37.5
8131,8131,Colombia,20220201,59.26,58.33,66.67,0.0
8159,8159,Colombia,20220301,,,,
8175,8175,Comoros,20220101,,,,
8206,8206,Comoros,20220201,,,,
8234,8234,Comoros,20220301,,,,
8250,8250,Cape Verde,20220101,51.85,53.12,58.93,12.5
8281,8281,Cape Verde,20220201,47.22,52.08,55.95,25.0
8309,8309,Cape Verde,20220301,58.33,58.33,63.1,25.0
8325,8325,Costa Rica,20220101,49.07,53.12,57.14,25.0
8356,8356,Costa Rica,20220201,50.0,53.65,57.74,25.0
8384,8384,Costa Rica,20220301,,,,
8400,8400,Cuba,20220101,26.85,41.67,40.48,50.0
8431,8431,Cuba,20220201,29.63,39.58,38.1,50.0
8459,8459,Cuba,20220301,29.63,39.58,38.1,50.0
8475,8475,Cyprus,20220101,44.44,63.02,57.74,100.0
8506,8506,Cyprus,20220201,41.67,61.46,55.95,100.0
8534,8534,Cyprus,20220301,36.11,58.33,52.38,100.0
8550,8550,Czech Republic,20220101,37.96,55.21,50.6,87.5
8581,8581,Czech Republic,20220201,41.67,53.12,55.36,37.5
8609,8609,Czech Republic,20220301,,,,
8625,8625,Germany,20220101,84.26,78.12,83.93,37.5
8656,8656,Germany,20220201,84.26,85.94,83.93,100.0
8684,8684,Germany,20220301,84.26,85.94,83.93,100.0
8700,8700,Djibouti,20220101,43.52,39.9,45.6,0.0
8731,8731,Djibouti,20220201,49.07,41.15,47.02,0.0
8759,8759,Djibouti,20220301,58.33,47.92,54.76,0.0
8775,8775,Dominica,20220101,37.04,48.44,55.36,0.0
8806,8806,Dominica,20220201,37.04,46.35,52.98,0.0
8834,8834,Dominica,20220301,59.26,58.85,67.26,0.0
8850,8850,Denmark,20220101,35.19,45.83,52.38,0.0
8881,8881,Denmark,20220201,16.67,28.12,32.14,0.0
8909,8909,Denmark,20220301,13.89,26.56,30.36,0.0
8925,8925,Dominican Republic,20220101,37.96,43.75,50.0,0.0
8956,8956,Dominican Republic,20220201,37.96,43.75,50.0,0.0
8984,8984,Dominican Republic,20220301,8.33,22.4,25.6,0.0
9000,9000,Algeria,20220101,55.56,54.69,55.36,50.0
9031,9031,Algeria,20220201,58.33,56.25,57.14,50.0
9059,9059,Algeria,20220301,,,,
9075,9075,Ecuador,20220101,63.43,72.66,72.32,75.0
9106,9106,Ecuador,20220201,60.65,69.01,68.15,75.0
9134,9134,Ecuador,20220301,67.59,72.92,72.62,75.0
9150,9150,Egypt,20220101,43.52,48.02,44.17,75.0
9181,9181,Egypt,20220201,43.52,50.1,46.55,75.0
9209,9209,Egypt,20220301,,,,
9225,9225,Eritrea,20220101,56.48,46.88,53.57,0.0
9256,9256,Eritrea,20220201,56.48,46.88,53.57,0.0
9284,9284,Eritrea,20220301,56.48,46.88,53.57,0.0
9300,9300,Spain,20220101,43.52,62.5,58.93,87.5
9331,9331,Spain,20220201,49.07,66.67,63.69,87.5
9359,9359,Spain,20220301,37.96,57.29,52.98,87.5
9375,9375,Estonia,20220101,34.26,41.15,47.02,0.0
9406,9406,Estonia,20220201,50.0,50.0,57.14,0.0
9434,9434,Estonia,20220301,46.3,47.92,54.76,0.0
9450,9450,Ethiopia,20220101,40.74,45.31,51.79,0.0
9481,9481,Ethiopia,20220201,40.74,45.31,51.79,0.0
9509,9509,Ethiopia,20220301,40.74,45.31,51.79,0.0
9525,9525,Finland,20220101,34.72,50.26,50.3,50.0
9556,9556,Finland,20220201,41.67,54.17,54.76,50.0
9584,9584,Finland,20220301,26.85,45.83,45.24,50.0
9600,9600,Fiji,20220101,90.74,81.77,82.74,75.0
9631,9631,Fiji,20220201,81.48,76.56,76.79,75.0
9659,9659,Fiji,20220301,61.11,65.1,63.69,75.0
9675,9675,France,20220101,72.22,70.31,76.79,25.0
9706,9706,France,20220201,69.44,68.75,75.0,25.0
9734,9734,France,20220301,69.44,67.19,73.21,25.0
9750,9750,Faeroe Islands,20220101,37.96,44.27,50.6,0.0
9781,9781,Faeroe Islands,20220201,25.93,28.12,32.14,0.0
9809,9809,Faeroe Islands,20220301,13.89,16.15,18.45,0.0
9825,9825,Gabon,20220101,41.67,40.62,46.43,0.0
9856,9856,Gabon,20220201,60.19,55.21,63.1,0.0
9884,9884,Gabon,20220301,50.93,45.83,52.38,0.0
9900,9900,United Kingdom,20220101,48.61,51.04,54.76,25.0
9931,9931,United Kingdom,20220201,42.13,47.4,50.6,25.0
9959,9959,United Kingdom,20220301,29.63,40.36,42.56,25.0
9975,9975,United Kingdom,20220101,38.89,43.75,46.43,25.0
10006,10006,United Kingdom,20220201,20.37,30.21,30.95,25.0
10034,10034,United Kingdom,20220301,13.89,26.56,26.79,25.0
10050,10050,United Kingdom,20220101,52.78,55.21,59.52,25.0
10081,10081,United Kingdom,20220201,52.78,56.25,60.71,25.0
10109,10109,United Kingdom,20220301,17.59,31.25,32.14,25.0
10125,10125,United Kingdom,20220101,44.44,52.6,56.55,25.0
10156,10156,United Kingdom,20220201,38.89,47.4,50.6,25.0
10184,10184,United Kingdom,20220301,17.59,35.42,36.9,25.0
10200,10200,United Kingdom,20220101,47.22,50.52,54.17,25.0
10231,10231,United Kingdom,20220201,41.67,47.4,50.6,25.0
10259,10259,United Kingdom,20220301,17.59,33.85,35.12,25.0
10275,10275,Georgia,20220101,46.3,48.96,55.95,0.0
10306,10306,Georgia,20220201,50.0,51.04,58.33,0.0
10334,10334,Georgia,20220301,,,,
10350,10350,Ghana,20220101,43.52,47.4,54.17,0.0
10381,10381,Ghana,20220201,43.52,47.4,54.17,0.0
10409,10409,Ghana,20220301,,,,
10425,10425,Guinea,20220101,65.74,56.04,64.05,0.0
10456,10456,Guinea,20220201,60.19,52.92,60.48,0.0
10484,10484,Guinea,20220301,54.63,49.79,56.9,0.0
10500,10500,Gambia,20220101,13.89,28.75,32.86,0.0
10531,10531,Gambia,20220201,13.89,28.75,32.86,0.0
10559,10559,Gambia,20220301,13.89,31.25,35.71,0.0
10575,10575,Greece,20220101,77.78,82.29,81.55,87.5
10606,10606,Greece,20220201,77.78,79.69,76.79,100.0
10634,10634,Greece,20220301,,,,
10650,10650,Greenland,20220101,34.26,40.1,45.83,0.0
10681,10681,Greenland,20220201,30.56,38.02,43.45,0.0
10709,10709,Greenland,20220301,25.0,34.9,39.88,0.0
10725,10725,Guatemala,20220101,59.72,61.3,59.35,75.0
10756,10756,Guatemala,20220201,43.98,50.26,48.51,62.5
10784,10784,Guatemala,20220301,58.8,61.2,61.01,62.5
10800,10800,Guam,20220101,35.19,48.44,51.79,25.0
10831,10831,Guam,20220201,52.78,51.04,58.33,0.0
10859,10859,Guam,20220301,52.78,51.04,58.33,0.0
10875,10875,Guyana,20220101,54.63,64.06,66.07,50.0
10906,10906,Guyana,20220201,77.78,75.52,79.17,50.0
10934,10934,Guyana,20220301,,,,
10950,10950,Hong Kong,20220101,55.56,68.75,67.86,75.0
10981,10981,Hong Kong,20220201,65.74,76.04,76.19,75.0
11009,11009,Hong Kong,20220301,71.3,79.17,79.76,75.0
11025,11025,Honduras,20220101,56.48,62.81,62.86,62.5
11056,11056,Honduras,20220201,34.26,46.15,43.81,62.5
11084,11084,Honduras,20220301,34.26,49.48,47.62,62.5
11100,11100,Croatia,20220101,40.74,50.52,48.81,62.5
11131,11131,Croatia,20220201,37.96,42.19,48.21,0.0
11159,11159,Croatia,20220301,,,,
11175,11175,Haiti,20220101,43.52,51.04,54.76,25.0
11206,11206,Haiti,20220201,43.52,51.04,54.76,25.0
11234,11234,Haiti,20220301,,,,
11250,11250,Hungary,20220101,51.85,60.94,57.14,87.5
11281,11281,Hungary,20220201,51.85,60.42,56.55,87.5
11309,11309,Hungary,20220301,,,,
11325,11325,Indonesia,20220101,66.2,60.16,63.39,37.5
11356,11356,Indonesia,20220201,63.43,58.59,61.61,37.5
11384,11384,Indonesia,20220301,63.43,58.59,61.61,37.5
11400,11400,India,20220101,59.72,57.55,62.2,25.0
11431,11431,India,20220201,81.94,71.61,78.27,25.0
11459,11459,India,20220301,71.76,67.97,74.11,25.0
11475,11475,Ireland,20220101,52.78,69.79,65.48,100.0
11506,11506,Ireland,20220201,23.15,51.56,44.64,100.0
11534,11534,Ireland,20220301,23.15,51.56,44.64,100.0
11550,11550,Iran,20220101,54.63,59.9,63.1,37.5
11581,11581,Iran,20220201,62.04,58.33,61.31,37.5
11609,11609,Iran,20220301,,,,
11625,11625,Iraq,20220101,68.52,55.73,63.69,0.0
11656,11656,Iraq,20220201,64.81,53.65,61.31,0.0
11684,11684,Iraq,20220301,,,,
11700,11700,Iceland,20220101,37.96,52.6,45.83,100.0
11731,11731,Iceland,20220201,35.19,51.04,44.05,100.0
11759,11759,Iceland,20220301,11.11,34.38,25.0,100.0
11775,11775,Israel,20220101,56.48,65.1,63.69,75.0
11806,11806,Israel,20220201,56.48,65.1,63.69,75.0
11834,11834,Israel,20220301,21.3,45.31,41.07,75.0
11850,11850,Italy,20220101,76.85,82.29,83.33,75.0
11881,11881,Italy,20220201,76.85,82.29,83.33,75.0
11909,11909,Italy,20220301,63.89,73.44,73.21,75.0
11925,11925,Jamaica,20220101,77.78,73.44,83.93,0.0
11956,11956,Jamaica,20220201,74.07,71.35,81.55,0.0
11984,11984,Jamaica,20220301,,,,
12000,12000,Jordan,20220101,34.26,38.02,39.88,25.0
12031,12031,Jordan,20220201,34.26,38.02,39.88,25.0
12059,12059,Jordan,20220301,,,,
12075,12075,Japan,20220101,47.22,63.54,58.33,100.0
12106,12106,Japan,20220201,47.22,56.25,50.0,100.0
12134,12134,Japan,20220301,47.22,56.25,50.0,100.0
12150,12150,Kazakhstan,20220101,71.3,53.12,60.71,0.0
12181,12181,Kazakhstan,20220201,42.59,47.4,54.17,0.0
12209,12209,Kazakhstan,20220301,42.59,47.4,54.17,0.0
12225,12225,Kenya,20220101,32.41,50.31,50.36,50.0
12256,12256,Kenya,20220201,32.41,50.31,50.36,50.0
12284,12284,Kenya,20220301,32.41,44.06,50.36,0.0
12300,12300,Kyrgyz Republic,20220101,47.22,50.52,47.02,75.0
12331,12331,Kyrgyz Republic,20220201,47.22,54.69,51.79,75.0
12359,12359,Kyrgyz Republic,20220301,,,,
12375,12375,Cambodia,20220101,46.3,48.44,55.36,0.0
12406,12406,Cambodia,20220201,35.65,42.45,48.51,0.0
12434,12434,Cambodia,20220301,,,,
12450,12450,Kiribati,20220101,22.22,23.96,23.81,25.0
12481,12481,Kiribati,20220201,81.48,71.88,78.57,25.0
12509,12509,Kiribati,20220301,72.69,69.01,75.3,25.0
